date,channel,signups
2024-05-11,Partner,5
2024-05-12,Organic,53
2024-05-12,Google,32
2024-05-12,LinkedIn,12
2024-05-12,Facebook,15
2024-05-12,Referral,38
2024-05-12,Email,7
2024-05-12,Direct,20
2024-05-12,Partner,5
2024-05-13,Organic,54
2024-05-13,Google,41
2024-05-13,LinkedIn,40
2024-05-13,Facebook,21
2024-05-13,Referral,12
2024-05-13,Email,4
2024-05-13,Direct,12
2024-05-13,Partner,5
2024-05-14,Organic,59
2024-05-14,Google,40
2024-05-14,LinkedIn,4
2024-05-14,Facebook,18
2024-05-14,Referral,16
2024-05-14,Email,5
2024-05-14,Direct,9
2024-05-14,Partner,11
2024-05-15,Organic,51
2024-05-15,Google,34
2024-05-15,LinkedIn,19
2024-05-15,Facebook,15
2024-05-15,Referral,13
2024-05-15,Email,3
2024-05-15,Direct,6
2024-05-15,Partner,32
2024-05-16,Organic,71
2024-05-16,Google,32
2024-05-16,LinkedIn,28
2024-05-16,Facebook,27
2024-05-16,Referral,28
2024-05-16,Email,27
2024-05-16,Direct,2
2024-05-16,Partner,17
2024-05-17,Organic,61
2024-05-17,Google,27
2024-05-17,LinkedIn,16
2024-05-17,Facebook,14
2024-05-17,Referral,4
2024-05-17,Email,10
2024-05-17,Direct,5
2024-05-17,Partner,32
2024-05-18,Organic,56
2024-05-18,Google,28
2024-05-18,LinkedIn,4
2024-05-18,Facebook,19
2024-05-18,Referral,42
2024-05-18,Email,3
2024-05-18,Direct,6
2024-05-18,Partner,5
2024-05-19,Organic,52
2024-05-19,Google,44
2024-05-19,LinkedIn,8
2024-05-19,Facebook,24
2024-05-19,Referral,43
2024-05-19,Email,10
2024-05-19,Direct,16
2024-05-19,Partner,14
2024-05-20,Organic,71
2024-05-20,Google,27
2024-05-20,LinkedIn,14
2024-05-20,Facebook,9
2024-05-20,Referral,15
2024-05-20,Email,14
2024-05-20,Direct,5
2024-05-20,Partner,5
2024-05-21,Organic,57
2024-05-21,Google,34
2024-05-21,LinkedIn,7
2024-05-21,Facebook,18
2024-05-21,Referral,6
2024-05-21,Email,18
2024-05-21,Direct,18
2024-05-21,Partner,29
2024-05-22,Organic,53
2024-05-22,Google,35
2024-05-22,LinkedIn,4
2024-05-22,Facebook,22
2024-05-22,Referral,41
2024-05-22,Email,7
2024-05-22,Direct,3
2024-05-22,Partner,5
2024-05-23,Organic,62
2024-05-23,Google,39
2024-05-23,LinkedIn,24
2024-05-23,Facebook,7
2024-05-23,Referral,16
2024-05-23,Email,9
2024-05-23,Direct,5
2024-05-23,Partner,18
2024-05-24,Organic,53
2024-05-24,Google,36
2024-05-24,LinkedIn,11
2024-05-24,Facebook,21
2024-05-24,Referral,19
2024-05-24,Email,3
2024-05-24,Direct,17
2024-05-24,Partner,5
2024-05-25,Organic,54
2024-05-25,Google,53
2024-05-25,LinkedIn,21
2024-05-25,Facebook,19
2024-05-25,Referral,14
2024-05-25,Email,17
2024-05-25,Direct,4
2024-05-25,Partner,5
2024-05-26,Organic,37
2024-05-26,Google,26
2024-05-26,LinkedIn,7
2024-05-26,Facebook,11
2024-05-26,Referral,39
2024-05-26,Email,8
2024-05-26,Direct,9
2024-05-26,Partner,12
2024-05-27,Organic,62
2024-05-27,Google,17
2024-05-27,LinkedIn,30
2024-05-27,Facebook,22
2024-05-27,Referral,11
2024-05-27,Email,3
2024-05-27,Direct,12
2024-05-27,Partner,40
2024-05-28,Organic,64
2024-05-28,Google,40
2024-05-28,LinkedIn,38
2024-05-28,Facebook,20
2024-05-28,Referral,33
2024-05-28,Email,28
2024-05-28,Direct,8
2024-05-28,Partner,19
2024-05-29,Organic,50
2024-05-29,Google,35
2024-05-29,LinkedIn,21
2024-05-29,Facebook,16
2024-05-29,Referral,22
2024-05-29,Email,27
2024-05-29,Direct,10
2024-05-29,Partner,20
2024-05-30,Organic,52
2024-05-30,Google,33
2024-05-30,LinkedIn,25
2024-05-30,Facebook,17
2024-05-30,Referral,27
2024-05-30,Email,16
2024-05-30,Direct,2
2024-05-30,Partner,27
2024-05-31,Organic,44
2024-05-31,Google,56
2024-05-31,LinkedIn,19
2024-05-31,Facebook,27
2024-05-31,Referral,30
2024-05-31,Email,9
2024-05-31,Direct,2
2024-05-31,Partner,5
2024-06-01,Organic,71
2024-06-01,Google,35
2024-06-01,LinkedIn,35
2024-06-01,Facebook,14
2024-06-01,Referral,16
2024-06-01,Email,3
2024-06-01,Direct,13
2024-06-01,Partner,5
2024-06-02,Organic,54
2024-06-02,Google,42
2024-06-02,LinkedIn,12
2024-06-02,Facebook,17
2024-06-02,Referral,9
2024-06-02,Email,16
2024-06-02,Direct,13
2024-06-02,Partner,5
2024-06-03,Organic,57
2024-06-03,Google,22
2024-06-03,LinkedIn,4
2024-06-03,Facebook,16
2024-06-03,Referral,47
2024-06-03,Email,14
2024-06-03,Direct,8
2024-06-03,Partner,21
2024-06-04,Organic,64
2024-06-04,Google,34
2024-06-04,LinkedIn,4
2024-06-04,Facebook,22
2024-06-04,Referral,22
2024-06-04,Email,21
2024-06-04,Direct,5
2024-06-04,Partner,26
2024-06-05,Organic,44
2024-06-05,Google,30
2024-06-05,LinkedIn,40
2024-06-05,Facebook,8
2024-06-05,Referral,13
2024-06-05,Email,14
2024-06-05,Direct,11
2024-06-05,Partner,30
2024-06-06,Organic,42
2024-06-06,Google,31
2024-06-06,LinkedIn,17
2024-06-06,Facebook,15
2024-06-06,Referral,20
2024-06-06,Email,11
2024-06-06,Direct,7
2024-06-06,Partner,5
2024-06-07,Organic,59
2024-06-07,Google,31
2024-06-07,LinkedIn,8
2024-06-07,Facebook,7
2024-06-07,Referral,43
2024-06-07,Email,16
2024-06-07,Direct,10
2024-06-07,Partner,5
2024-06-08,Organic,63
2024-06-08,Google,31
2024-06-08,LinkedIn,37
2024-06-08,Facebook,18
2024-06-08,Referral,17
2024-06-08,Email,13
2024-06-08,Direct,12
2024-06-08,Partner,5
2024-06-09,Organic,46
2024-06-09,Google,22
2024-06-09,LinkedIn,34
2024-06-09,Facebook,13
2024-06-09,Referral,4
2024-06-09,Email,9
2024-06-09,Direct,4
2024-06-09,Partner,26
2024-06-10,Organic,42
2024-06-10,Google,52
2024-06-10,LinkedIn,22
2024-06-10,Facebook,7
2024-06-10,Referral,4
2024-06-10,Email,6
2024-06-10,Direct,12
2024-06-10,Partner,5
2024-06-11,Organic,70
2024-06-11,Google,34
2024-06-11,LinkedIn,23
2024-06-11,Facebook,20
2024-06-11,Referral,41
2024-06-11,Email,5
2024-06-11,Direct,8
2024-06-11,Partner,7
2024-06-12,Organic,50
2024-06-12,Google,26
2024-06-12,LinkedIn,36
2024-06-12,Facebook,14
2024-06-12,Referral,33
2024-06-12,Email,10
2024-06-12,Direct,17
2024-06-12,Partner,10
2024-06-13,Organic,48
2024-06-13,Google,39
2024-06-13,LinkedIn,14
2024-06-13,Facebook,13
2024-06-13,Referral,20
2024-06-13,Email,27
2024-06-13,Direct,17
2024-06-13,Partner,34
2024-06-14,Organic,52
2024-06-14,Google,46
2024-06-14,LinkedIn,37
2024-06-14,Facebook,8
2024-06-14,Referral,19
2024-06-14,Email,7
2024-06-14,Direct,10
2024-06-14,Partner,5
2024-06-15,Organic,44
2024-06-15,Google,40
2024-06-15,LinkedIn,24
2024-06-15,Facebook,16
2024-06-15,Referral,27
2024-06-15,Email,3
2024-06-15,Direct,25
2024-06-15,Partner,14
2024-06-16,Organic,37
2024-06-16,Google,32
2024-06-16,LinkedIn,4
2024-06-16,Facebook,20
2024-06-16,Referral,22
2024-06-16,Email,3
2024-06-16,Direct,12
2024-06-16,Partner,7
2024-06-17,Organic,49
2024-06-17,Google,39
2024-06-17,LinkedIn,19
2024-06-17,Facebook,23
2024-06-17,Referral,15
2024-06-17,Email,3
2024-06-17,Direct,32
2024-06-17,Partner,16
2024-06-18,Organic,58
2024-06-18,Google,47
2024-06-18,LinkedIn,39
2024-06-18,Facebook,25
2024-06-18,Referral,17
2024-06-18,Email,9
2024-06-18,Direct,6
2024-06-18,Partner,5
2024-06-19,Organic,64
2024-06-19,Google,46
2024-06-19,LinkedIn,21
2024-06-19,Facebook,20
2024-06-19,Referral,15
2024-06-19,Email,15
2024-06-19,Direct,10
2024-06-19,Partner,29
2024-06-20,Organic,49
2024-06-20,Google,32
2024-06-20,LinkedIn,5
2024-06-20,Facebook,10
2024-06-20,Referral,37
2024-06-20,Email,15
2024-06-20,Direct,18
2024-06-20,Partner,18
2024-06-21,Organic,63
2024-06-21,Google,30
2024-06-21,LinkedIn,4
2024-06-21,Facebook,24
2024-06-21,Referral,25
2024-06-21,Email,3
2024-06-21,Direct,2
2024-06-21,Partner,22
2024-06-22,Organic,34
2024-06-22,Google,26
2024-06-22,LinkedIn,4
2024-06-22,Facebook,16
2024-06-22,Referral,42
2024-06-22,Email,15
2024-06-22,Direct,22
2024-06-22,Partner,6
2024-06-23,Organic,49
2024-06-23,Google,45
2024-06-23,LinkedIn,20
2024-06-23,Facebook,14
2024-06-23,Referral,32
2024-06-23,Email,23
2024-06-23,Direct,15
2024-06-23,Partner,6
2024-06-24,Organic,46
2024-06-24,Google,37
2024-06-24,LinkedIn,35
2024-06-24,Facebook,17
2024-06-24,Referral,18
2024-06-24,Email,7
2024-06-24,Direct,24
2024-06-24,Partner,5
2024-06-25,Organic,69
2024-06-25,Google,29
2024-06-25,LinkedIn,13
2024-06-25,Facebook,16
2024-06-25,Referral,19
2024-06-25,Email,11
2024-06-25,Direct,13
2024-06-25,Partner,5
2024-06-26,Organic,65
2024-06-26,Google,30
2024-06-26,LinkedIn,6
2024-06-26,Facebook,8
2024-06-26,Referral,23
2024-06-26,Email,3
2024-06-26,Direct,12
2024-06-26,Partner,5
2024-06-27,Organic,48
2024-06-27,Google,39
2024-06-27,LinkedIn,21
2024-06-27,Facebook,17
2024-06-27,Referral,13
2024-06-27,Email,3
2024-06-27,Direct,12
2024-06-27,Partner,5
2024-06-28,Organic,35
2024-06-28,Google,12
2024-06-28,LinkedIn,32
2024-06-28,Facebook,26
2024-06-28,Referral,45
2024-06-28,Email,16
2024-06-28,Direct,6
2024-06-28,Partner,22
2024-06-29,Organic,46
2024-06-29,Google,36
2024-06-29,LinkedIn,28
2024-06-29,Facebook,11
2024-06-29,Referral,5
2024-06-29,Email,3
2024-06-29,Direct,6
2024-06-29,Partner,5
2024-06-30,Organic,62
2024-06-30,Google,40
2024-06-30,LinkedIn,24
2024-06-30,Facebook,22
2024-06-30,Referral,30
2024-06-30,Email,10
2024-06-30,Direct,16
2024-06-30,Partner,5
2024-07-01,Organic,75
2024-07-01,Google,46
2024-07-01,LinkedIn,22
2024-07-01,Facebook,16
2024-07-01,Referral,18
2024-07-01,Email,3
2024-07-01,Direct,15
2024-07-01,Partner,5
2024-07-02,Organic,46
2024-07-02,Google,36
2024-07-02,LinkedIn,43
2024-07-02,Facebook,16
2024-07-02,Referral,26
2024-07-02,Email,6
2024-07-02,Direct,7
2024-07-02,Partner,16
2024-07-03,Organic,45
2024-07-03,Google,38
2024-07-03,LinkedIn,4
2024-07-03,Facebook,15
2024-07-03,Referral,33
2024-07-03,Email,10
2024-07-03,Direct,17
2024-07-03,Partner,5
2024-07-04,Organic,46
2024-07-04,Google,31
2024-07-04,LinkedIn,35
2024-07-04,Facebook,10
2024-07-04,Referral,27
2024-07-04,Email,3
2024-07-04,Direct,9
2024-07-04,Partner,18
2024-07-05,Organic,52
2024-07-05,Google,34
2024-07-05,LinkedIn,22
2024-07-05,Facebook,22
2024-07-05,Referral,4
2024-07-05,Email,11
2024-07-05,Direct,7
2024-07-05,Partner,17
2024-07-06,Organic,62
2024-07-06,Google,23
2024-07-06,LinkedIn,13
2024-07-06,Facebook,20
2024-07-06,Referral,11
2024-07-06,Email,11
2024-07-06,Direct,11
2024-07-06,Partner,43
2024-07-07,Organic,56
2024-07-07,Google,24
2024-07-07,LinkedIn,24
2024-07-07,Facebook,23
2024-07-07,Referral,4
2024-07-07,Email,4
2024-07-07,Direct,4
2024-07-07,Partner,17
2024-07-08,Organic,56
2024-07-08,Google,41
2024-07-08,LinkedIn,21
2024-07-08,Facebook,14
2024-07-08,Referral,14
2024-07-08,Email,3
2024-07-08,Direct,12
2024-07-08,Partner,5
2024-07-09,Organic,50
2024-07-09,Google,27
2024-07-09,LinkedIn,33
2024-07-09,Facebook,22
2024-07-09,Referral,4
2024-07-09,Email,8
2024-07-09,Direct,11
2024-07-09,Partner,27
2024-07-10,Organic,60
2024-07-10,Google,33
2024-07-10,LinkedIn,4
2024-07-10,Facebook,22
2024-07-10,Referral,17
2024-07-10,Email,4
2024-07-10,Direct,19
2024-07-10,Partner,5
2024-07-11,Organic,63
2024-07-11,Google,30
2024-07-11,LinkedIn,4
2024-07-11,Facebook,9
2024-07-11,Referral,22
2024-07-11,Email,8
2024-07-11,Direct,34
2024-07-11,Partner,21
2024-07-12,Organic,48
2024-07-12,Google,35
2024-07-12,LinkedIn,19
2024-07-12,Facebook,9
2024-07-12,Referral,21
2024-07-12,Email,12
2024-07-12,Direct,9
2024-07-12,Partner,34
2024-07-13,Organic,73
2024-07-13,Google,42
2024-07-13,LinkedIn,27
2024-07-13,Facebook,10
2024-07-13,Referral,21
2024-07-13,Email,19
2024-07-13,Direct,10
2024-07-13,Partner,30
2024-07-14,Organic,48
2024-07-14,Google,20
2024-07-14,LinkedIn,25
2024-07-14,Facebook,30
2024-07-14,Referral,12
2024-07-14,Email,4
2024-07-14,Direct,19
2024-07-14,Partner,5
2024-07-15,Organic,53
2024-07-15,Google,22
2024-07-15,LinkedIn,26
2024-07-15,Facebook,22
2024-07-15,Referral,4
2024-07-15,Email,4
2024-07-15,Direct,5
2024-07-15,Partner,23
2024-07-16,Organic,47
2024-07-16,Google,36
2024-07-16,LinkedIn,27
2024-07-16,Facebook,19
2024-07-16,Referral,5
2024-07-16,Email,3
2024-07-16,Direct,9
2024-07-16,Partner,9
2024-07-17,Organic,54
2024-07-17,Google,26
2024-07-17,LinkedIn,29
2024-07-17,Facebook,22
2024-07-17,Referral,23
2024-07-17,Email,15
2024-07-17,Direct,8
2024-07-17,Partner,5
2024-07-18,Organic,50
2024-07-18,Google,44
2024-07-18,LinkedIn,32
2024-07-18,Facebook,10
2024-07-18,Referral,8
2024-07-18,Email,10
2024-07-18,Direct,31
2024-07-18,Partner,21
2024-07-19,Organic,45
2024-07-19,Google,31
2024-07-19,LinkedIn,38
2024-07-19,Facebook,13
2024-07-19,Referral,27
2024-07-19,Email,8
2024-07-19,Direct,2
2024-07-19,Partner,5
2024-07-20,Organic,63
2024-07-20,Google,33
2024-07-20,LinkedIn,47
2024-07-20,Facebook,5
2024-07-20,Referral,11
2024-07-20,Email,16
2024-07-20,Direct,8
2024-07-20,Partner,5
2024-07-21,Organic,50
2024-07-21,Google,39
2024-07-21,LinkedIn,26
2024-07-21,Facebook,12
2024-07-21,Referral,39
2024-07-21,Email,3
2024-07-21,Direct,18
2024-07-21,Partner,18
2024-07-22,Organic,40
2024-07-22,Google,32
2024-07-22,LinkedIn,38
2024-07-22,Facebook,13
2024-07-22,Referral,29
2024-07-22,Email,14
2024-07-22,Direct,14
2024-07-22,Partner,19
2024-07-23,Organic,44
2024-07-23,Google,41
2024-07-23,LinkedIn,32
2024-07-23,Facebook,25
2024-07-23,Referral,13
2024-07-23,Email,3
2024-07-23,Direct,10
2024-07-23,Partner,7
2024-07-24,Organic,62
2024-07-24,Google,38
2024-07-24,LinkedIn,36
2024-07-24,Facebook,18
2024-07-24,Referral,34
2024-07-24,Email,20
2024-07-24,Direct,20
2024-07-24,Partner,15
2024-07-25,Organic,39
2024-07-25,Google,30
2024-07-25,LinkedIn,11
2024-07-25,Facebook,15
2024-07-25,Referral,24
2024-07-25,Email,7
2024-07-25,Direct,2
2024-07-25,Partner,5
2024-07-26,Organic,59
2024-07-26,Google,6
2024-07-26,LinkedIn,38
2024-07-26,Facebook,19
2024-07-26,Referral,18
2024-07-26,Email,11
2024-07-26,Direct,22
2024-07-26,Partner,14
2024-07-27,Organic,63
2024-07-27,Google,40
2024-07-27,LinkedIn,28
2024-07-27,Facebook,21
2024-07-27,Referral,28
2024-07-27,Email,5
2024-07-27,Direct,2
2024-07-27,Partner,26
2024-07-28,Organic,62
2024-07-28,Google,32
2024-07-28,LinkedIn,33
2024-07-28,Facebook,27
2024-07-28,Referral,24
2024-07-28,Email,7
2024-07-28,Direct,5
2024-07-28,Partner,5
2024-07-29,Organic,41
2024-07-29,Google,33
2024-07-29,LinkedIn,16
2024-07-29,Facebook,6
2024-07-29,Referral,20
2024-07-29,Email,32
2024-07-29,Direct,13
2024-07-29,Partner,33
2024-07-30,Organic,57
2024-07-30,Google,39
2024-07-30,LinkedIn,10
2024-07-30,Facebook,14
2024-07-30,Referral,43
2024-07-30,Email,22
2024-07-30,Direct,7
2024-07-30,Partner,7
2024-07-31,Organic,53
2024-07-31,Google,49
2024-07-31,LinkedIn,14
2024-07-31,Facebook,20
2024-07-31,Referral,26
2024-07-31,Email,3
2024-07-31,Direct,25
2024-07-31,Partner,5
2024-08-01,Organic,34
2024-08-01,Google,49
2024-08-01,LinkedIn,15
2024-08-01,Facebook,23
2024-08-01,Referral,40
2024-08-01,Email,19
2024-08-01,Direct,22
2024-08-01,Partner,5
2024-08-02,Organic,60
2024-08-02,Google,31
2024-08-02,LinkedIn,31
2024-08-02,Facebook,12
2024-08-02,Referral,27
2024-08-02,Email,25
2024-08-02,Direct,20
2024-08-02,Partner,9
2024-08-03,Organic,68
2024-08-03,Google,26
2024-08-03,LinkedIn,19
2024-08-03,Facebook,11
2024-08-03,Referral,17
2024-08-03,Email,20
2024-08-03,Direct,26
2024-08-03,Partner,5
2024-08-04,Organic,52
2024-08-04,Google,36
2024-08-04,LinkedIn,37
2024-08-04,Facebook,27
2024-08-04,Referral,15
2024-08-04,Email,3
2024-08-04,Direct,2
2024-08-04,Partner,22
2024-08-05,Organic,57
2024-08-05,Google,38
2024-08-05,LinkedIn,25
2024-08-05,Facebook,15
2024-08-05,Referral,4
2024-08-05,Email,9
2024-08-05,Direct,14
2024-08-05,Partner,5
2024-08-06,Organic,51
2024-08-06,Google,32
2024-08-06,LinkedIn,4
2024-08-06,Facebook,26
2024-08-06,Referral,32
2024-08-06,Email,21
2024-08-06,Direct,9
2024-08-06,Partner,25
2024-08-07,Organic,54
2024-08-07,Google,24
2024-08-07,LinkedIn,23
2024-08-07,Facebook,22
2024-08-07,Referral,4
2024-08-07,Email,10
2024-08-07,Direct,17
2024-08-07,Partner,32
2024-08-08,Organic,65
2024-08-08,Google,32
2024-08-08,LinkedIn,27
2024-08-08,Facebook,18
2024-08-08,Referral,45
2024-08-08,Email,26
2024-08-08,Direct,9
2024-08-08,Partner,24
2024-08-09,Organic,37
2024-08-09,Google,38
2024-08-09,LinkedIn,18
2024-08-09,Facebook,20
2024-08-09,Referral,4
2024-08-09,Email,6
2024-08-09,Direct,8
2024-08-09,Partner,5
2024-08-10,Organic,63
2024-08-10,Google,34
2024-08-10,LinkedIn,4
2024-08-10,Facebook,21
2024-08-10,Referral,19
2024-08-10,Email,16
2024-08-10,Direct,14
2024-08-10,Partner,10
2024-08-11,Organic,62
2024-08-11,Google,30
2024-08-11,LinkedIn,22
2024-08-11,Facebook,20
2024-08-11,Referral,4
2024-08-11,Email,5
2024-08-11,Direct,12
2024-08-11,Partner,5
2024-08-12,Organic,67
2024-08-12,Google,44
2024-08-12,LinkedIn,28
2024-08-12,Facebook,14
2024-08-12,Referral,33
2024-08-12,Email,11
2024-08-12,Direct,20
2024-08-12,Partner,33
2024-08-13,Organic,61
2024-08-13,Google,27
2024-08-13,LinkedIn,12
2024-08-13,Facebook,16
2024-08-13,Referral,28
2024-08-13,Email,16
2024-08-13,Direct,2
2024-08-13,Partner,33
2024-08-14,Organic,40
2024-08-14,Google,51
2024-08-14,LinkedIn,9
2024-08-14,Facebook,14
2024-08-14,Referral,4
2024-08-14,Email,5
2024-08-14,Direct,9
2024-08-14,Partner,5
2024-08-15,Organic,51
2024-08-15,Google,48
2024-08-15,LinkedIn,10
2024-08-15,Facebook,19
2024-08-15,Referral,4
2024-08-15,Email,5
2024-08-15,Direct,20
2024-08-15,Partner,6
2024-08-16,Organic,69
2024-08-16,Google,42
2024-08-16,LinkedIn,21
2024-08-16,Facebook,17
2024-08-16,Referral,8
2024-08-16,Email,15
2024-08-16,Direct,11
2024-08-16,Partner,20
2024-08-17,Organic,43
2024-08-17,Google,43
2024-08-17,LinkedIn,37
2024-08-17,Facebook,20
2024-08-17,Referral,53
2024-08-17,Email,13
2024-08-17,Direct,2
2024-08-17,Partner,23
2024-08-18,Organic,48
2024-08-18,Google,45
2024-08-18,LinkedIn,31
2024-08-18,Facebook,14
2024-08-18,Referral,9
2024-08-18,Email,32
2024-08-18,Direct,14
2024-08-18,Partner,5
2024-08-19,Organic,55
2024-08-19,Google,40
2024-08-19,LinkedIn,35
2024-08-19,Facebook,25
2024-08-19,Referral,38
2024-08-19,Email,4
2024-08-19,Direct,8
2024-08-19,Partner,29
2024-08-20,Organic,57
2024-08-20,Google,40
2024-08-20,LinkedIn,23
2024-08-20,Facebook,15
2024-08-20,Referral,22
2024-08-20,Email,5
2024-08-20,Direct,11
2024-08-20,Partner,36
2024-08-21,Organic,49
2024-08-21,Google,37
2024-08-21,LinkedIn,31
2024-08-21,Facebook,25
2024-08-21,Referral,21
2024-08-21,Email,20
2024-08-21,Direct,13
2024-08-21,Partner,9
2024-08-22,Organic,51
2024-08-22,Google,45
2024-08-22,LinkedIn,22
2024-08-22,Facebook,22
2024-08-22,Referral,5
2024-08-22,Email,3
2024-08-22,Direct,13
2024-08-22,Partner,18
2024-08-23,Organic,60
2024-08-23,Google,46
2024-08-23,LinkedIn,12
2024-08-23,Facebook,6
2024-08-23,Referral,22
2024-08-23,Email,10
2024-08-23,Direct,9
2024-08-23,Partner,39
2024-08-24,Organic,48
2024-08-24,Google,38
2024-08-24,LinkedIn,5
2024-08-24,Facebook,20
2024-08-24,Referral,16
2024-08-24,Email,3
2024-08-24,Direct,17
2024-08-24,Partner,13
2024-08-25,Organic,41
2024-08-25,Google,46
2024-08-25,LinkedIn,36
2024-08-25,Facebook,14
2024-08-25,Referral,4
2024-08-25,Email,8
2024-08-25,Direct,26
2024-08-25,Partner,5
2024-08-26,Organic,60
2024-08-26,Google,39
2024-08-26,LinkedIn,4
2024-08-26,Facebook,15
2024-08-26,Referral,4
2024-08-26,Email,3
2024-08-26,Direct,2
2024-08-26,Partner,5
2024-08-27,Organic,31
2024-08-27,Google,29
2024-08-27,LinkedIn,4
2024-08-27,Facebook,22
2024-08-27,Referral,28
2024-08-27,Email,14
2024-08-27,Direct,2
2024-08-27,Partner,5
2024-08-28,Organic,74
2024-08-28,Google,51
2024-08-28,LinkedIn,50
2024-08-28,Facebook,6
2024-08-28,Referral,6
2024-08-28,Email,7
2024-08-28,Direct,11
2024-08-28,Partner,15
2024-08-29,Organic,48
2024-08-29,Google,36
2024-08-29,LinkedIn,13
2024-08-29,Facebook,18
2024-08-29,Referral,40
2024-08-29,Email,3
2024-08-29,Direct,7
2024-08-29,Partner,19
2024-08-30,Organic,54
2024-08-30,Google,27
2024-08-30,LinkedIn,8
2024-08-30,Facebook,16
2024-08-30,Referral,11
2024-08-30,Email,11
2024-08-30,Direct,6
2024-08-30,Partner,6
2024-08-31,Organic,62
2024-08-31,Google,34
2024-08-31,LinkedIn,7
2024-08-31,Facebook,7
2024-08-31,Referral,4
2024-08-31,Email,8
2024-08-31,Direct,5
2024-08-31,Partner,5
2024-09-01,Organic,45
2024-09-01,Google,45
2024-09-01,LinkedIn,33
2024-09-01,Facebook,11
2024-09-01,Referral,32
2024-09-01,Email,17
2024-09-01,Direct,19
2024-09-01,Partner,5
2024-09-02,Organic,65
2024-09-02,Google,25
2024-09-02,LinkedIn,12
2024-09-02,Facebook,18
2024-09-02,Referral,17
2024-09-02,Email,8
2024-09-02,Direct,2
2024-09-02,Partner,29
2024-09-03,Organic,60
2024-09-03,Google,31
2024-09-03,LinkedIn,5
2024-09-03,Facebook,12
2024-09-03,Referral,14
2024-09-03,Email,5
2024-09-03,Direct,6
2024-09-03,Partner,5
2024-09-04,Organic,52
2024-09-04,Google,42
2024-09-04,LinkedIn,4
2024-09-04,Facebook,20
2024-09-04,Referral,18
2024-09-04,Email,6
2024-09-04,Direct,11
2024-09-04,Partner,10
2024-09-05,Organic,69
2024-09-05,Google,52
2024-09-05,LinkedIn,4
2024-09-05,Facebook,19
2024-09-05,Referral,16
2024-09-05,Email,16
2024-09-05,Direct,16
2024-09-05,Partner,5
2024-09-06,Organic,33
2024-09-06,Google,33
2024-09-06,LinkedIn,28
2024-09-06,Facebook,21
2024-09-06,Referral,13
2024-09-06,Email,4
2024-09-06,Direct,3
2024-09-06,Partner,5
2024-09-07,Organic,66
2024-09-07,Google,32
2024-09-07,LinkedIn,25
2024-09-07,Facebook,20
2024-09-07,Referral,13
2024-09-07,Email,3
2024-09-07,Direct,2
2024-09-07,Partner,13
2024-09-08,Organic,62
2024-09-08,Google,41
2024-09-08,LinkedIn,4
2024-09-08,Facebook,12
2024-09-08,Referral,26
2024-09-08,Email,19
2024-09-08,Direct,3
2024-09-08,Partner,5
2024-09-09,Organic,42
2024-09-09,Google,48
2024-09-09,LinkedIn,25
2024-09-09,Facebook,22
2024-09-09,Referral,29
2024-09-09,Email,16
2024-09-09,Direct,16
2024-09-09,Partner,18
2024-09-10,Organic,61
2024-09-10,Google,27
2024-09-10,LinkedIn,4
2024-09-10,Facebook,25
2024-09-10,Referral,23
2024-09-10,Email,16
2024-09-10,Direct,11
2024-09-10,Partner,28
2024-09-11,Organic,53
2024-09-11,Google,42
2024-09-11,LinkedIn,50
2024-09-11,Facebook,15
2024-09-11,Referral,22
2024-09-11,Email,3
2024-09-11,Direct,23
2024-09-11,Partner,13
2024-09-12,Organic,58
2024-09-12,Google,49
2024-09-12,LinkedIn,4
2024-09-12,Facebook,18
2024-09-12,Referral,9
2024-09-12,Email,12
2024-09-12,Direct,2
2024-09-12,Partner,27
2024-09-13,Organic,50
2024-09-13,Google,44
2024-09-13,LinkedIn,26
2024-09-13,Facebook,17
2024-09-13,Referral,12
2024-09-13,Email,15
2024-09-13,Direct,18
2024-09-13,Partner,5
2024-09-14,Organic,51
2024-09-14,Google,23
2024-09-14,LinkedIn,29
2024-09-14,Facebook,8
2024-09-14,Referral,12
2024-09-14,Email,29
2024-09-14,Direct,18
2024-09-14,Partner,5
2024-09-15,Organic,62
2024-09-15,Google,45
2024-09-15,LinkedIn,4
2024-09-15,Facebook,13
2024-09-15,Referral,15
2024-09-15,Email,13
2024-09-15,Direct,13
2024-09-15,Partner,28
2024-09-16,Organic,60
2024-09-16,Google,37
2024-09-16,LinkedIn,17
2024-09-16,Facebook,11
2024-09-16,Referral,10
2024-09-16,Email,13
2024-09-16,Direct,22
2024-09-16,Partner,16
2024-09-17,Organic,55
2024-09-17,Google,44
2024-09-17,LinkedIn,27
2024-09-17,Facebook,20
2024-09-17,Referral,4
2024-09-17,Email,19
2024-09-17,Direct,19
2024-09-17,Partner,21
2024-09-18,Organic,53
2024-09-18,Google,41
2024-09-18,LinkedIn,14
2024-09-18,Facebook,11
2024-09-18,Referral,14
2024-09-18,Email,13
2024-09-18,Direct,24
2024-09-18,Partner,28
2024-09-19,Organic,53
2024-09-19,Google,35
2024-09-19,LinkedIn,31
2024-09-19,Facebook,10
2024-09-19,Referral,33
2024-09-19,Email,10
2024-09-19,Direct,2
2024-09-19,Partner,8
2024-09-20,Organic,54
2024-09-20,Google,41
2024-09-20,LinkedIn,4
2024-09-20,Facebook,28
2024-09-20,Referral,4
2024-09-20,Email,5
2024-09-20,Direct,2
