date,channel,trial_users
2024-05-11,Partner,3
2024-05-12,Organic,23
2024-05-12,Google,12
2024-05-12,LinkedIn,6
2024-05-12,Facebook,5
2024-05-12,Referral,19
2024-05-12,Email,3
2024-05-12,Direct,8
2024-05-12,Partner,3
2024-05-13,Organic,24
2024-05-13,Google,16
2024-05-13,LinkedIn,22
2024-05-13,Facebook,7
2024-05-13,Referral,6
2024-05-13,Email,1
2024-05-13,Direct,4
2024-05-13,Partner,3
2024-05-14,Organic,26
2024-05-14,Google,16
2024-05-14,LinkedIn,2
2024-05-14,Facebook,6
2024-05-14,Referral,8
2024-05-14,Email,2
2024-05-14,Direct,3
2024-05-14,Partner,6
2024-05-15,Organic,22
2024-05-15,Google,13
2024-05-15,LinkedIn,10
2024-05-15,Facebook,5
2024-05-15,Referral,6
2024-05-15,Email,1
2024-05-15,Direct,2
2024-05-15,Partner,19
2024-05-16,Organic,31
2024-05-16,Google,12
2024-05-16,LinkedIn,15
2024-05-16,Facebook,9
2024-05-16,Referral,14
2024-05-16,Email,12
2024-05-16,Direct,0
2024-05-16,Partner,10
2024-05-17,Organic,27
2024-05-17,Google,10
2024-05-17,LinkedIn,8
2024-05-17,Facebook,4
2024-05-17,Referral,2
2024-05-17,Email,4
2024-05-17,Direct,2
2024-05-17,Partner,19
2024-05-18,Organic,25
2024-05-18,Google,11
2024-05-18,LinkedIn,2
2024-05-18,Facebook,6
2024-05-18,Referral,21
2024-05-18,Email,1
2024-05-18,Direct,2
2024-05-18,Partner,3
2024-05-19,Organic,23
2024-05-19,Google,17
2024-05-19,LinkedIn,4
2024-05-19,Facebook,8
2024-05-19,Referral,21
2024-05-19,Email,4
2024-05-19,Direct,6
2024-05-19,Partner,8
2024-05-20,Organic,31
2024-05-20,Google,10
2024-05-20,LinkedIn,7
2024-05-20,Facebook,3
2024-05-20,Referral,7
2024-05-20,Email,6
2024-05-20,Direct,2
2024-05-20,Partner,3
2024-05-21,Organic,25
2024-05-21,Google,13
2024-05-21,LinkedIn,3
2024-05-21,Facebook,6
2024-05-21,Referral,3
2024-05-21,Email,8
2024-05-21,Direct,7
2024-05-21,Partner,17
2024-05-22,Organic,23
2024-05-22,Google,14
2024-05-22,LinkedIn,2
2024-05-22,Facebook,7
2024-05-22,Referral,20
2024-05-22,Email,3
2024-05-22,Direct,1
2024-05-22,Partner,3
2024-05-23,Organic,27
2024-05-23,Google,15
2024-05-23,LinkedIn,13
2024-05-23,Facebook,2
2024-05-23,Referral,8
2024-05-23,Email,4
2024-05-23,Direct,2
2024-05-23,Partner,10
2024-05-24,Organic,23
2024-05-24,Google,14
2024-05-24,LinkedIn,6
2024-05-24,Facebook,7
2024-05-24,Referral,9
2024-05-24,Email,1
2024-05-24,Direct,6
2024-05-24,Partner,3
2024-05-25,Organic,24
2024-05-25,Google,21
2024-05-25,LinkedIn,11
2024-05-25,Facebook,6
2024-05-25,Referral,7
2024-05-25,Email,7
2024-05-25,Direct,1
2024-05-25,Partner,3
2024-05-26,Organic,16
2024-05-26,Google,10
2024-05-26,LinkedIn,3
2024-05-26,Facebook,3
2024-05-26,Referral,19
2024-05-26,Email,3
2024-05-26,Direct,3
2024-05-26,Partner,7
2024-05-27,Organic,27
2024-05-27,Google,6
2024-05-27,LinkedIn,16
2024-05-27,Facebook,7
2024-05-27,Referral,5
2024-05-27,Email,1
2024-05-27,Direct,4
2024-05-27,Partner,24
2024-05-28,Organic,28
2024-05-28,Google,16
2024-05-28,LinkedIn,20
2024-05-28,Facebook,7
2024-05-28,Referral,16
2024-05-28,Email,12
2024-05-28,Direct,3
2024-05-28,Partner,11
2024-05-29,Organic,22
2024-05-29,Google,14
2024-05-29,LinkedIn,11
2024-05-29,Facebook,5
2024-05-29,Referral,11
2024-05-29,Email,12
2024-05-29,Direct,4
2024-05-29,Partner,12
2024-05-30,Organic,23
2024-05-30,Google,13
2024-05-30,LinkedIn,13
2024-05-30,Facebook,5
2024-05-30,Referral,13
2024-05-30,Email,7
2024-05-30,Direct,0
2024-05-30,Partner,16
2024-05-31,Organic,19
2024-05-31,Google,22
2024-05-31,LinkedIn,10
2024-05-31,Facebook,9
2024-05-31,Referral,15
2024-05-31,Email,4
2024-05-31,Direct,0
2024-05-31,Partner,3
2024-06-01,Organic,31
2024-06-01,Google,14
2024-06-01,LinkedIn,19
2024-06-01,Facebook,4
2024-06-01,Referral,8
2024-06-01,Email,1
2024-06-01,Direct,5
2024-06-01,Partner,3
2024-06-02,Organic,24
2024-06-02,Google,16
2024-06-02,LinkedIn,6
2024-06-02,Facebook,5
2024-06-02,Referral,4
2024-06-02,Email,7
2024-06-02,Direct,5
2024-06-02,Partner,3
2024-06-03,Organic,25
2024-06-03,Google,8
2024-06-03,LinkedIn,2
2024-06-03,Facebook,5
2024-06-03,Referral,23
2024-06-03,Email,6
2024-06-03,Direct,3
2024-06-03,Partner,12
2024-06-04,Organic,28
2024-06-04,Google,13
2024-06-04,LinkedIn,2
2024-06-04,Facebook,7
2024-06-04,Referral,11
2024-06-04,Email,9
2024-06-04,Direct,2
2024-06-04,Partner,15
2024-06-05,Organic,19
2024-06-05,Google,12
2024-06-05,LinkedIn,22
2024-06-05,Facebook,2
2024-06-05,Referral,6
2024-06-05,Email,6
2024-06-05,Direct,4
2024-06-05,Partner,18
2024-06-06,Organic,18
2024-06-06,Google,12
2024-06-06,LinkedIn,9
2024-06-06,Facebook,5
2024-06-06,Referral,10
2024-06-06,Email,4
2024-06-06,Direct,2
2024-06-06,Partner,3
2024-06-07,Organic,26
2024-06-07,Google,12
2024-06-07,LinkedIn,4
2024-06-07,Facebook,2
2024-06-07,Referral,21
2024-06-07,Email,7
2024-06-07,Direct,4
2024-06-07,Partner,3
2024-06-08,Organic,28
2024-06-08,Google,12
2024-06-08,LinkedIn,20
2024-06-08,Facebook,6
2024-06-08,Referral,8
2024-06-08,Email,5
2024-06-08,Direct,4
2024-06-08,Partner,3
2024-06-09,Organic,20
2024-06-09,Google,8
2024-06-09,LinkedIn,18
2024-06-09,Facebook,4
2024-06-09,Referral,2
2024-06-09,Email,4
2024-06-09,Direct,1
2024-06-09,Partner,15
2024-06-10,Organic,18
2024-06-10,Google,20
2024-06-10,LinkedIn,12
2024-06-10,Facebook,2
2024-06-10,Referral,2
2024-06-10,Email,2
2024-06-10,Direct,4
2024-06-10,Partner,3
2024-06-11,Organic,31
2024-06-11,Google,13
2024-06-11,LinkedIn,12
2024-06-11,Facebook,7
2024-06-11,Referral,20
2024-06-11,Email,2
2024-06-11,Direct,3
2024-06-11,Partner,4
2024-06-12,Organic,22
2024-06-12,Google,10
2024-06-12,LinkedIn,19
2024-06-12,Facebook,4
2024-06-12,Referral,16
2024-06-12,Email,4
2024-06-12,Direct,6
2024-06-12,Partner,6
2024-06-13,Organic,21
2024-06-13,Google,15
2024-06-13,LinkedIn,7
2024-06-13,Facebook,4
2024-06-13,Referral,10
2024-06-13,Email,12
2024-06-13,Direct,6
2024-06-13,Partner,20
2024-06-14,Organic,23
2024-06-14,Google,18
2024-06-14,LinkedIn,20
2024-06-14,Facebook,2
2024-06-14,Referral,9
2024-06-14,Email,3
2024-06-14,Direct,4
2024-06-14,Partner,3
2024-06-15,Organic,19
2024-06-15,Google,16
2024-06-15,LinkedIn,13
2024-06-15,Facebook,5
2024-06-15,Referral,13
2024-06-15,Email,1
2024-06-15,Direct,10
2024-06-15,Partner,8
2024-06-16,Organic,16
2024-06-16,Google,12
2024-06-16,LinkedIn,2
2024-06-16,Facebook,7
2024-06-16,Referral,11
2024-06-16,Email,1
2024-06-16,Direct,4
2024-06-16,Partner,4
2024-06-17,Organic,22
2024-06-17,Google,15
2024-06-17,LinkedIn,10
2024-06-17,Facebook,8
2024-06-17,Referral,7
2024-06-17,Email,1
2024-06-17,Direct,12
2024-06-17,Partner,9
2024-06-18,Organic,26
2024-06-18,Google,18
2024-06-18,LinkedIn,21
2024-06-18,Facebook,8
2024-06-18,Referral,8
2024-06-18,Email,4
2024-06-18,Direct,2
2024-06-18,Partner,3
2024-06-19,Organic,28
2024-06-19,Google,18
2024-06-19,LinkedIn,11
2024-06-19,Facebook,7
2024-06-19,Referral,7
2024-06-19,Email,6
2024-06-19,Direct,4
2024-06-19,Partner,17
2024-06-20,Organic,22
2024-06-20,Google,12
2024-06-20,LinkedIn,2
2024-06-20,Facebook,3
2024-06-20,Referral,18
2024-06-20,Email,6
2024-06-20,Direct,7
2024-06-20,Partner,10
2024-06-21,Organic,28
2024-06-21,Google,12
2024-06-21,LinkedIn,2
2024-06-21,Facebook,8
2024-06-21,Referral,12
2024-06-21,Email,1
2024-06-21,Direct,0
2024-06-21,Partner,13
2024-06-22,Organic,15
2024-06-22,Google,10
2024-06-22,LinkedIn,2
2024-06-22,Facebook,5
2024-06-22,Referral,21
2024-06-22,Email,6
2024-06-22,Direct,8
2024-06-22,Partner,3
2024-06-23,Organic,22
2024-06-23,Google,18
2024-06-23,LinkedIn,11
2024-06-23,Facebook,4
2024-06-23,Referral,16
2024-06-23,Email,10
2024-06-23,Direct,6
2024-06-23,Partner,3
2024-06-24,Organic,20
2024-06-24,Google,14
2024-06-24,LinkedIn,19
2024-06-24,Facebook,5
2024-06-24,Referral,9
2024-06-24,Email,3
2024-06-24,Direct,9
2024-06-24,Partner,3
2024-06-25,Organic,31
2024-06-25,Google,11
2024-06-25,LinkedIn,7
2024-06-25,Facebook,5
2024-06-25,Referral,9
2024-06-25,Email,4
2024-06-25,Direct,5
2024-06-25,Partner,3
2024-06-26,Organic,29
2024-06-26,Google,12
2024-06-26,LinkedIn,3
2024-06-26,Facebook,2
2024-06-26,Referral,11
2024-06-26,Email,1
2024-06-26,Direct,4
2024-06-26,Partner,3
2024-06-27,Organic,21
2024-06-27,Google,15
2024-06-27,LinkedIn,11
2024-06-27,Facebook,5
2024-06-27,Referral,6
2024-06-27,Email,1
2024-06-27,Direct,4
2024-06-27,Partner,3
2024-06-28,Organic,15
2024-06-28,Google,4
2024-06-28,LinkedIn,17
2024-06-28,Facebook,9
2024-06-28,Referral,22
2024-06-28,Email,7
2024-06-28,Direct,2
2024-06-28,Partner,13
2024-06-29,Organic,20
2024-06-29,Google,14
2024-06-29,LinkedIn,15
2024-06-29,Facebook,3
2024-06-29,Referral,2
2024-06-29,Email,1
2024-06-29,Direct,2
2024-06-29,Partner,3
2024-06-30,Organic,27
2024-06-30,Google,16
2024-06-30,LinkedIn,13
2024-06-30,Facebook,7
2024-06-30,Referral,15
2024-06-30,Email,4
2024-06-30,Direct,6
2024-06-30,Partner,3
2024-07-01,Organic,33
2024-07-01,Google,18
2024-07-01,LinkedIn,12
2024-07-01,Facebook,5
2024-07-01,Referral,9
2024-07-01,Email,1
2024-07-01,Direct,6
2024-07-01,Partner,3
2024-07-02,Organic,20
2024-07-02,Google,14
2024-07-02,LinkedIn,23
2024-07-02,Facebook,5
2024-07-02,Referral,13
2024-07-02,Email,2
2024-07-02,Direct,2
2024-07-02,Partner,9
2024-07-03,Organic,20
2024-07-03,Google,15
2024-07-03,LinkedIn,2
2024-07-03,Facebook,5
2024-07-03,Referral,16
2024-07-03,Email,4
2024-07-03,Direct,6
2024-07-03,Partner,3
2024-07-04,Organic,20
2024-07-04,Google,12
2024-07-04,LinkedIn,19
2024-07-04,Facebook,3
2024-07-04,Referral,13
2024-07-04,Email,1
2024-07-04,Direct,3
2024-07-04,Partner,10
2024-07-05,Organic,23
2024-07-05,Google,13
2024-07-05,LinkedIn,12
2024-07-05,Facebook,7
2024-07-05,Referral,2
2024-07-05,Email,4
2024-07-05,Direct,2
2024-07-05,Partner,10
2024-07-06,Organic,27
2024-07-06,Google,9
2024-07-06,LinkedIn,7
2024-07-06,Facebook,7
2024-07-06,Referral,5
2024-07-06,Email,4
2024-07-06,Direct,4
2024-07-06,Partner,25
2024-07-07,Organic,25
2024-07-07,Google,9
2024-07-07,LinkedIn,13
2024-07-07,Facebook,8
2024-07-07,Referral,2
2024-07-07,Email,1
2024-07-07,Direct,1
2024-07-07,Partner,10
2024-07-08,Organic,25
2024-07-08,Google,16
2024-07-08,LinkedIn,11
2024-07-08,Facebook,4
2024-07-08,Referral,7
2024-07-08,Email,1
2024-07-08,Direct,4
2024-07-08,Partner,3
2024-07-09,Organic,22
2024-07-09,Google,10
2024-07-09,LinkedIn,18
2024-07-09,Facebook,7
2024-07-09,Referral,2
2024-07-09,Email,3
2024-07-09,Direct,4
2024-07-09,Partner,16
2024-07-10,Organic,27
2024-07-10,Google,13
2024-07-10,LinkedIn,2
2024-07-10,Facebook,7
2024-07-10,Referral,8
2024-07-10,Email,1
2024-07-10,Direct,7
2024-07-10,Partner,3
2024-07-11,Organic,28
2024-07-11,Google,12
2024-07-11,LinkedIn,2
2024-07-11,Facebook,3
2024-07-11,Referral,11
2024-07-11,Email,3
2024-07-11,Direct,13
2024-07-11,Partner,12
2024-07-12,Organic,21
2024-07-12,Google,14
2024-07-12,LinkedIn,10
2024-07-12,Facebook,3
2024-07-12,Referral,10
2024-07-12,Email,5
2024-07-12,Direct,3
2024-07-12,Partner,20
2024-07-13,Organic,32
2024-07-13,Google,16
2024-07-13,LinkedIn,14
2024-07-13,Facebook,3
2024-07-13,Referral,10
2024-07-13,Email,8
2024-07-13,Direct,4
2024-07-13,Partner,18
2024-07-14,Organic,21
2024-07-14,Google,8
2024-07-14,LinkedIn,13
2024-07-14,Facebook,10
2024-07-14,Referral,6
2024-07-14,Email,1
2024-07-14,Direct,7
2024-07-14,Partner,3
2024-07-15,Organic,23
2024-07-15,Google,8
2024-07-15,LinkedIn,14
2024-07-15,Facebook,7
2024-07-15,Referral,2
2024-07-15,Email,1
2024-07-15,Direct,2
2024-07-15,Partner,13
2024-07-16,Organic,21
2024-07-16,Google,14
2024-07-16,LinkedIn,14
2024-07-16,Facebook,6
2024-07-16,Referral,2
2024-07-16,Email,1
2024-07-16,Direct,3
2024-07-16,Partner,5
2024-07-17,Organic,24
2024-07-17,Google,10
2024-07-17,LinkedIn,15
2024-07-17,Facebook,7
2024-07-17,Referral,11
2024-07-17,Email,6
2024-07-17,Direct,3
2024-07-17,Partner,3
2024-07-18,Organic,22
2024-07-18,Google,17
2024-07-18,LinkedIn,17
2024-07-18,Facebook,3
2024-07-18,Referral,4
2024-07-18,Email,4
2024-07-18,Direct,12
2024-07-18,Partner,12
2024-07-19,Organic,20
2024-07-19,Google,12
2024-07-19,LinkedIn,20
2024-07-19,Facebook,4
2024-07-19,Referral,13
2024-07-19,Email,3
2024-07-19,Direct,0
2024-07-19,Partner,3
2024-07-20,Organic,28
2024-07-20,Google,13
2024-07-20,LinkedIn,25
2024-07-20,Facebook,1
2024-07-20,Referral,5
2024-07-20,Email,7
2024-07-20,Direct,3
2024-07-20,Partner,3
2024-07-21,Organic,22
2024-07-21,Google,15
2024-07-21,LinkedIn,14
2024-07-21,Facebook,4
2024-07-21,Referral,19
2024-07-21,Email,1
2024-07-21,Direct,7
2024-07-21,Partner,10
2024-07-22,Organic,18
2024-07-22,Google,12
2024-07-22,LinkedIn,20
2024-07-22,Facebook,4
2024-07-22,Referral,14
2024-07-22,Email,6
2024-07-22,Direct,5
2024-07-22,Partner,11
2024-07-23,Organic,19
2024-07-23,Google,16
2024-07-23,LinkedIn,17
2024-07-23,Facebook,8
2024-07-23,Referral,6
2024-07-23,Email,1
2024-07-23,Direct,4
2024-07-23,Partner,4
2024-07-24,Organic,27
2024-07-24,Google,15
2024-07-24,LinkedIn,19
2024-07-24,Facebook,6
2024-07-24,Referral,17
2024-07-24,Email,9
2024-07-24,Direct,8
2024-07-24,Partner,9
2024-07-25,Organic,17
2024-07-25,Google,12
2024-07-25,LinkedIn,6
2024-07-25,Facebook,5
2024-07-25,Referral,12
2024-07-25,Email,3
2024-07-25,Direct,0
2024-07-25,Partner,3
2024-07-26,Organic,26
2024-07-26,Google,2
2024-07-26,LinkedIn,20
2024-07-26,Facebook,6
2024-07-26,Referral,9
2024-07-26,Email,4
2024-07-26,Direct,8
2024-07-26,Partner,8
2024-07-27,Organic,28
2024-07-27,Google,16
2024-07-27,LinkedIn,15
2024-07-27,Facebook,7
2024-07-27,Referral,14
2024-07-27,Email,2
2024-07-27,Direct,0
2024-07-27,Partner,15
2024-07-28,Organic,27
2024-07-28,Google,12
2024-07-28,LinkedIn,18
2024-07-28,Facebook,9
2024-07-28,Referral,12
2024-07-28,Email,3
2024-07-28,Direct,2
2024-07-28,Partner,3
2024-07-29,Organic,18
2024-07-29,Google,13
2024-07-29,LinkedIn,8
2024-07-29,Facebook,2
2024-07-29,Referral,10
2024-07-29,Email,14
2024-07-29,Direct,5
2024-07-29,Partner,19
2024-07-30,Organic,25
2024-07-30,Google,15
2024-07-30,LinkedIn,5
2024-07-30,Facebook,4
2024-07-30,Referral,21
2024-07-30,Email,9
2024-07-30,Direct,2
2024-07-30,Partner,4
2024-07-31,Organic,23
2024-07-31,Google,19
2024-07-31,LinkedIn,7
2024-07-31,Facebook,7
2024-07-31,Referral,13
2024-07-31,Email,1
2024-07-31,Direct,10
2024-07-31,Partner,3
2024-08-01,Organic,15
2024-08-01,Google,19
2024-08-01,LinkedIn,8
2024-08-01,Facebook,8
2024-08-01,Referral,20
2024-08-01,Email,8
2024-08-01,Direct,8
2024-08-01,Partner,3
2024-08-02,Organic,27
2024-08-02,Google,12
2024-08-02,LinkedIn,17
2024-08-02,Facebook,4
2024-08-02,Referral,13
2024-08-02,Email,11
2024-08-02,Direct,8
2024-08-02,Partner,5
2024-08-03,Organic,30
2024-08-03,Google,10
2024-08-03,LinkedIn,10
2024-08-03,Facebook,3
2024-08-03,Referral,8
2024-08-03,Email,9
2024-08-03,Direct,10
2024-08-03,Partner,3
2024-08-04,Organic,23
2024-08-04,Google,14
2024-08-04,LinkedIn,20
2024-08-04,Facebook,9
2024-08-04,Referral,7
2024-08-04,Email,1
2024-08-04,Direct,0
2024-08-04,Partner,13
2024-08-05,Organic,25
2024-08-05,Google,15
2024-08-05,LinkedIn,13
2024-08-05,Facebook,5
2024-08-05,Referral,2
2024-08-05,Email,4
2024-08-05,Direct,5
2024-08-05,Partner,3
2024-08-06,Organic,22
2024-08-06,Google,12
2024-08-06,LinkedIn,2
2024-08-06,Facebook,9
2024-08-06,Referral,16
2024-08-06,Email,9
2024-08-06,Direct,3
2024-08-06,Partner,15
2024-08-07,Organic,24
2024-08-07,Google,9
2024-08-07,LinkedIn,12
2024-08-07,Facebook,7
2024-08-07,Referral,2
2024-08-07,Email,4
2024-08-07,Direct,6
2024-08-07,Partner,19
2024-08-08,Organic,29
2024-08-08,Google,12
2024-08-08,LinkedIn,14
2024-08-08,Facebook,6
2024-08-08,Referral,22
2024-08-08,Email,11
2024-08-08,Direct,3
2024-08-08,Partner,14
2024-08-09,Organic,16
2024-08-09,Google,15
2024-08-09,LinkedIn,9
2024-08-09,Facebook,7
2024-08-09,Referral,2
2024-08-09,Email,2
2024-08-09,Direct,3
2024-08-09,Partner,3
2024-08-10,Organic,28
2024-08-10,Google,13
2024-08-10,LinkedIn,2
2024-08-10,Facebook,7
2024-08-10,Referral,9
2024-08-10,Email,7
2024-08-10,Direct,5
2024-08-10,Partner,6
2024-08-11,Organic,27
2024-08-11,Google,12
2024-08-11,LinkedIn,12
2024-08-11,Facebook,7
2024-08-11,Referral,2
2024-08-11,Email,2
2024-08-11,Direct,4
2024-08-11,Partner,3
2024-08-12,Organic,30
2024-08-12,Google,17
2024-08-12,LinkedIn,15
2024-08-12,Facebook,4
2024-08-12,Referral,16
2024-08-12,Email,4
2024-08-12,Direct,8
2024-08-12,Partner,19
2024-08-13,Organic,27
2024-08-13,Google,10
2024-08-13,LinkedIn,6
2024-08-13,Facebook,5
2024-08-13,Referral,14
2024-08-13,Email,7
2024-08-13,Direct,0
2024-08-13,Partner,19
2024-08-14,Organic,18
2024-08-14,Google,20
2024-08-14,LinkedIn,4
2024-08-14,Facebook,4
2024-08-14,Referral,2
2024-08-14,Email,2
2024-08-14,Direct,3
2024-08-14,Partner,3
2024-08-15,Organic,22
2024-08-15,Google,19
2024-08-15,LinkedIn,5
2024-08-15,Facebook,6
2024-08-15,Referral,2
2024-08-15,Email,2
2024-08-15,Direct,8
2024-08-15,Partner,3
2024-08-16,Organic,31
2024-08-16,Google,16
2024-08-16,LinkedIn,11
2024-08-16,Facebook,5
2024-08-16,Referral,4
2024-08-16,Email,6
2024-08-16,Direct,4
2024-08-16,Partner,12
2024-08-17,Organic,19
2024-08-17,Google,17
2024-08-17,LinkedIn,20
2024-08-17,Facebook,7
2024-08-17,Referral,26
2024-08-17,Email,5
2024-08-17,Direct,0
2024-08-17,Partner,13
2024-08-18,Organic,21
2024-08-18,Google,18
2024-08-18,LinkedIn,17
2024-08-18,Facebook,4
2024-08-18,Referral,4
2024-08-18,Email,14
2024-08-18,Direct,5
2024-08-18,Partner,3
2024-08-19,Organic,24
2024-08-19,Google,16
2024-08-19,LinkedIn,19
2024-08-19,Facebook,8
2024-08-19,Referral,19
2024-08-19,Email,1
2024-08-19,Direct,3
2024-08-19,Partner,17
2024-08-20,Organic,25
2024-08-20,Google,16
2024-08-20,LinkedIn,12
2024-08-20,Facebook,5
2024-08-20,Referral,11
2024-08-20,Email,2
2024-08-20,Direct,4
2024-08-20,Partner,21
2024-08-21,Organic,22
2024-08-21,Google,14
2024-08-21,LinkedIn,17
2024-08-21,Facebook,8
2024-08-21,Referral,10
2024-08-21,Email,9
2024-08-21,Direct,5
2024-08-21,Partner,5
2024-08-22,Organic,22
2024-08-22,Google,18
2024-08-22,LinkedIn,12
2024-08-22,Facebook,7
2024-08-22,Referral,2
2024-08-22,Email,1
2024-08-22,Direct,5
2024-08-22,Partner,10
2024-08-23,Organic,27
2024-08-23,Google,18
2024-08-23,LinkedIn,6
2024-08-23,Facebook,2
2024-08-23,Referral,11
2024-08-23,Email,4
2024-08-23,Direct,3
2024-08-23,Partner,23
2024-08-24,Organic,21
2024-08-24,Google,15
2024-08-24,LinkedIn,2
2024-08-24,Facebook,7
2024-08-24,Referral,8
2024-08-24,Email,1
2024-08-24,Direct,6
2024-08-24,Partner,7
2024-08-25,Organic,18
2024-08-25,Google,18
2024-08-25,LinkedIn,19
2024-08-25,Facebook,4
2024-08-25,Referral,2
2024-08-25,Email,3
2024-08-25,Direct,10
2024-08-25,Partner,3
2024-08-26,Organic,27
2024-08-26,Google,15
2024-08-26,LinkedIn,2
2024-08-26,Facebook,5
2024-08-26,Referral,2
2024-08-26,Email,1
2024-08-26,Direct,0
2024-08-26,Partner,3
2024-08-27,Organic,13
2024-08-27,Google,11
2024-08-27,LinkedIn,2
2024-08-27,Facebook,7
2024-08-27,Referral,14
2024-08-27,Email,6
2024-08-27,Direct,0
2024-08-27,Partner,3
2024-08-28,Organic,33
2024-08-28,Google,20
2024-08-28,LinkedIn,27
2024-08-28,Facebook,2
2024-08-28,Referral,3
2024-08-28,Email,3
2024-08-28,Direct,4
2024-08-28,Partner,9
2024-08-29,Organic,21
2024-08-29,Google,14
2024-08-29,LinkedIn,7
2024-08-29,Facebook,6
2024-08-29,Referral,20
2024-08-29,Email,1
2024-08-29,Direct,2
2024-08-29,Partner,11
2024-08-30,Organic,24
2024-08-30,Google,10
2024-08-30,LinkedIn,4
2024-08-30,Facebook,5
2024-08-30,Referral,5
2024-08-30,Email,4
2024-08-30,Direct,2
2024-08-30,Partner,3
2024-08-31,Organic,27
2024-08-31,Google,13
2024-08-31,LinkedIn,3
2024-08-31,Facebook,2
2024-08-31,Referral,2
2024-08-31,Email,3
2024-08-31,Direct,2
2024-08-31,Partner,3
2024-09-01,Organic,20
2024-09-01,Google,18
2024-09-01,LinkedIn,18
2024-09-01,Facebook,3
2024-09-01,Referral,16
2024-09-01,Email,7
2024-09-01,Direct,7
2024-09-01,Partner,3
2024-09-02,Organic,29
2024-09-02,Google,10
2024-09-02,LinkedIn,6
2024-09-02,Facebook,6
2024-09-02,Referral,8
2024-09-02,Email,3
2024-09-02,Direct,0
2024-09-02,Partner,17
2024-09-03,Organic,27
2024-09-03,Google,12
2024-09-03,LinkedIn,2
2024-09-03,Facebook,4
2024-09-03,Referral,7
2024-09-03,Email,2
2024-09-03,Direct,2
2024-09-03,Partner,3
2024-09-04,Organic,23
2024-09-04,Google,16
2024-09-04,LinkedIn,2
2024-09-04,Facebook,7
2024-09-04,Referral,9
2024-09-04,Email,2
2024-09-04,Direct,4
2024-09-04,Partner,6
2024-09-05,Organic,31
2024-09-05,Google,20
2024-09-05,LinkedIn,2
2024-09-05,Facebook,6
2024-09-05,Referral,8
2024-09-05,Email,7
2024-09-05,Direct,6
2024-09-05,Partner,3
2024-09-06,Organic,14
2024-09-06,Google,13
2024-09-06,LinkedIn,15
2024-09-06,Facebook,7
2024-09-06,Referral,6
2024-09-06,Email,1
2024-09-06,Direct,1
2024-09-06,Partner,3
2024-09-07,Organic,29
2024-09-07,Google,12
2024-09-07,LinkedIn,13
2024-09-07,Facebook,7
2024-09-07,Referral,6
2024-09-07,Email,1
2024-09-07,Direct,0
2024-09-07,Partner,7
2024-09-08,Organic,27
2024-09-08,Google,16
2024-09-08,LinkedIn,2
2024-09-08,Facebook,4
2024-09-08,Referral,13
2024-09-08,Email,8
2024-09-08,Direct,1
2024-09-08,Partner,3
2024-09-09,Organic,18
2024-09-09,Google,19
2024-09-09,LinkedIn,13
2024-09-09,Facebook,7
2024-09-09,Referral,14
2024-09-09,Email,7
2024-09-09,Direct,6
2024-09-09,Partner,10
2024-09-10,Organic,27
2024-09-10,Google,10
2024-09-10,LinkedIn,2
2024-09-10,Facebook,8
2024-09-10,Referral,11
2024-09-10,Email,7
2024-09-10,Direct,4
2024-09-10,Partner,16
2024-09-11,Organic,23
2024-09-11,Google,16
2024-09-11,LinkedIn,27
2024-09-11,Facebook,5
2024-09-11,Referral,11
2024-09-11,Email,1
2024-09-11,Direct,9
2024-09-11,Partner,7
2024-09-12,Organic,26
2024-09-12,Google,19
2024-09-12,LinkedIn,2
2024-09-12,Facebook,6
2024-09-12,Referral,4
2024-09-12,Email,5
2024-09-12,Direct,0
2024-09-12,Partner,16
2024-09-13,Organic,22
2024-09-13,Google,17
2024-09-13,LinkedIn,14
2024-09-13,Facebook,5
2024-09-13,Referral,6
2024-09-13,Email,6
2024-09-13,Direct,7
2024-09-13,Partner,3
2024-09-14,Organic,22
2024-09-14,Google,9
2024-09-14,LinkedIn,15
2024-09-14,Facebook,2
2024-09-14,Referral,6
2024-09-14,Email,13
2024-09-14,Direct,7
2024-09-14,Partner,3
2024-09-15,Organic,27
2024-09-15,Google,18
2024-09-15,LinkedIn,2
2024-09-15,Facebook,4
2024-09-15,Referral,7
2024-09-15,Email,5
2024-09-15,Direct,5
2024-09-15,Partner,16
2024-09-16,Organic,27
2024-09-16,Google,14
2024-09-16,LinkedIn,9
2024-09-16,Facebook,3
2024-09-16,Referral,5
2024-09-16,Email,5
2024-09-16,Direct,8
2024-09-16,Partner,9
2024-09-17,Organic,24
2024-09-17,Google,17
2024-09-17,LinkedIn,14
2024-09-17,Facebook,7
2024-09-17,Referral,2
2024-09-17,Email,8
2024-09-17,Direct,7
2024-09-17,Partner,12
2024-09-18,Organic,23
2024-09-18,Google,16
2024-09-18,LinkedIn,7
2024-09-18,Facebook,3
2024-09-18,Referral,7
2024-09-18,Email,5
2024-09-18,Direct,9
2024-09-18,Partner,16
2024-09-19,Organic,23
2024-09-19,Google,14
2024-09-19,LinkedIn,17
2024-09-19,Facebook,3
2024-09-19,Referral,16
2024-09-19,Email,4
2024-09-19,Direct,0
2024-09-19,Partner,4
2024-09-20,Organic,24
2024-09-20,Google,16
2024-09-20,LinkedIn,2
2024-09-20,Facebook,9
2024-09-20,Referral,2
2024-09-20,Email,2
