date,channel,profile_completed
2024-05-11,Direct,0
2024-05-11,Partner,3
2024-05-12,Organic,34
2024-05-12,Google,19
2024-05-12,LinkedIn,8
2024-05-12,Facebook,8
2024-05-12,Referral,25
2024-05-12,Email,3
2024-05-12,Direct,11
2024-05-12,Partner,3
2024-05-13,Organic,35
2024-05-13,Google,24
2024-05-13,LinkedIn,27
2024-05-13,Facebook,10
2024-05-13,Referral,7
2024-05-13,Email,2
2024-05-13,Direct,6
2024-05-13,Partner,3
2024-05-14,Organic,38
2024-05-14,Google,24
2024-05-14,LinkedIn,2
2024-05-14,Facebook,9
2024-05-14,Referral,10
2024-05-14,Email,3
2024-05-14,Direct,5
2024-05-14,Partner,7
2024-05-15,Organic,32
2024-05-15,Google,21
2024-05-15,LinkedIn,13
2024-05-15,Facebook,8
2024-05-15,Referral,8
2024-05-15,Email,1
2024-05-15,Direct,3
2024-05-15,Partner,22
2024-05-16,Organic,46
2024-05-16,Google,19
2024-05-16,LinkedIn,18
2024-05-16,Facebook,14
2024-05-16,Referral,18
2024-05-16,Email,16
2024-05-16,Direct,0
2024-05-16,Partner,11
2024-05-17,Organic,40
2024-05-17,Google,16
2024-05-17,LinkedIn,10
2024-05-17,Facebook,7
2024-05-17,Referral,2
2024-05-17,Email,6
2024-05-17,Direct,2
2024-05-17,Partner,22
2024-05-18,Organic,36
2024-05-18,Google,17
2024-05-18,LinkedIn,2
2024-05-18,Facebook,10
2024-05-18,Referral,27
2024-05-18,Email,1
2024-05-18,Direct,3
2024-05-18,Partner,3
2024-05-19,Organic,33
2024-05-19,Google,27
2024-05-19,LinkedIn,4
2024-05-19,Facebook,13
2024-05-19,Referral,28
2024-05-19,Email,6
2024-05-19,Direct,9
2024-05-19,Partner,9
2024-05-20,Organic,46
2024-05-20,Google,16
2024-05-20,LinkedIn,9
2024-05-20,Facebook,4
2024-05-20,Referral,9
2024-05-20,Email,8
2024-05-20,Direct,2
2024-05-20,Partner,3
2024-05-21,Organic,36
2024-05-21,Google,21
2024-05-21,LinkedIn,4
2024-05-21,Facebook,9
2024-05-21,Referral,3
2024-05-21,Email,11
2024-05-21,Direct,10
2024-05-21,Partner,19
2024-05-22,Organic,34
2024-05-22,Google,21
2024-05-22,LinkedIn,2
2024-05-22,Facebook,11
2024-05-22,Referral,27
2024-05-22,Email,3
2024-05-22,Direct,1
2024-05-22,Partner,3
2024-05-23,Organic,40
2024-05-23,Google,24
2024-05-23,LinkedIn,16
2024-05-23,Facebook,3
2024-05-23,Referral,10
2024-05-23,Email,5
2024-05-23,Direct,2
2024-05-23,Partner,12
2024-05-24,Organic,34
2024-05-24,Google,21
2024-05-24,LinkedIn,7
2024-05-24,Facebook,10
2024-05-24,Referral,12
2024-05-24,Email,1
2024-05-24,Direct,9
2024-05-24,Partner,3
2024-05-25,Organic,35
2024-05-25,Google,32
2024-05-25,LinkedIn,13
2024-05-25,Facebook,10
2024-05-25,Referral,8
2024-05-25,Email,10
2024-05-25,Direct,2
2024-05-25,Partner,3
2024-05-26,Organic,24
2024-05-26,Google,15
2024-05-26,LinkedIn,4
2024-05-26,Facebook,5
2024-05-26,Referral,25
2024-05-26,Email,4
2024-05-26,Direct,5
2024-05-26,Partner,8
2024-05-27,Organic,40
2024-05-27,Google,10
2024-05-27,LinkedIn,20
2024-05-27,Facebook,11
2024-05-27,Referral,7
2024-05-27,Email,1
2024-05-27,Direct,6
2024-05-27,Partner,28
2024-05-28,Organic,41
2024-05-28,Google,24
2024-05-28,LinkedIn,26
2024-05-28,Facebook,10
2024-05-28,Referral,21
2024-05-28,Email,17
2024-05-28,Direct,4
2024-05-28,Partner,13
2024-05-29,Organic,32
2024-05-29,Google,21
2024-05-29,LinkedIn,13
2024-05-29,Facebook,8
2024-05-29,Referral,14
2024-05-29,Email,16
2024-05-29,Direct,5
2024-05-29,Partner,14
2024-05-30,Organic,33
2024-05-30,Google,20
2024-05-30,LinkedIn,17
2024-05-30,Facebook,8
2024-05-30,Referral,17
2024-05-30,Email,9
2024-05-30,Direct,0
2024-05-30,Partner,19
2024-05-31,Organic,28
2024-05-31,Google,34
2024-05-31,LinkedIn,13
2024-05-31,Facebook,14
2024-05-31,Referral,19
2024-05-31,Email,5
2024-05-31,Direct,0
2024-05-31,Partner,3
2024-06-01,Organic,46
2024-06-01,Google,21
2024-06-01,LinkedIn,23
2024-06-01,Facebook,7
2024-06-01,Referral,10
2024-06-01,Email,1
2024-06-01,Direct,7
2024-06-01,Partner,3
2024-06-02,Organic,35
2024-06-02,Google,25
2024-06-02,LinkedIn,8
2024-06-02,Facebook,8
2024-06-02,Referral,5
2024-06-02,Email,9
2024-06-02,Direct,7
2024-06-02,Partner,3
2024-06-03,Organic,36
2024-06-03,Google,13
2024-06-03,LinkedIn,2
2024-06-03,Facebook,8
2024-06-03,Referral,31
2024-06-03,Email,8
2024-06-03,Direct,4
2024-06-03,Partner,14
2024-06-04,Organic,41
2024-06-04,Google,21
2024-06-04,LinkedIn,2
2024-06-04,Facebook,11
2024-06-04,Referral,14
2024-06-04,Email,12
2024-06-04,Direct,2
2024-06-04,Partner,18
2024-06-05,Organic,28
2024-06-05,Google,18
2024-06-05,LinkedIn,27
2024-06-05,Facebook,4
2024-06-05,Referral,8
2024-06-05,Email,8
2024-06-05,Direct,6
2024-06-05,Partner,20
2024-06-06,Organic,27
2024-06-06,Google,18
2024-06-06,LinkedIn,11
2024-06-06,Facebook,8
2024-06-06,Referral,12
2024-06-06,Email,6
2024-06-06,Direct,3
2024-06-06,Partner,3
2024-06-07,Organic,38
2024-06-07,Google,18
2024-06-07,LinkedIn,4
2024-06-07,Facebook,3
2024-06-07,Referral,28
2024-06-07,Email,9
2024-06-07,Direct,5
2024-06-07,Partner,3
2024-06-08,Organic,40
2024-06-08,Google,18
2024-06-08,LinkedIn,25
2024-06-08,Facebook,9
2024-06-08,Referral,11
2024-06-08,Email,7
2024-06-08,Direct,6
2024-06-08,Partner,3
2024-06-09,Organic,29
2024-06-09,Google,13
2024-06-09,LinkedIn,22
2024-06-09,Facebook,6
2024-06-09,Referral,2
2024-06-09,Email,5
2024-06-09,Direct,2
2024-06-09,Partner,18
2024-06-10,Organic,27
2024-06-10,Google,31
2024-06-10,LinkedIn,14
2024-06-10,Facebook,3
2024-06-10,Referral,2
2024-06-10,Email,3
2024-06-10,Direct,6
2024-06-10,Partner,3
2024-06-11,Organic,45
2024-06-11,Google,21
2024-06-11,LinkedIn,15
2024-06-11,Facebook,10
2024-06-11,Referral,27
2024-06-11,Email,3
2024-06-11,Direct,4
2024-06-11,Partner,4
2024-06-12,Organic,32
2024-06-12,Google,15
2024-06-12,LinkedIn,24
2024-06-12,Facebook,7
2024-06-12,Referral,21
2024-06-12,Email,6
2024-06-12,Direct,9
2024-06-12,Partner,6
2024-06-13,Organic,31
2024-06-13,Google,24
2024-06-13,LinkedIn,9
2024-06-13,Facebook,6
2024-06-13,Referral,12
2024-06-13,Email,16
2024-06-13,Direct,9
2024-06-13,Partner,24
2024-06-14,Organic,33
2024-06-14,Google,28
2024-06-14,LinkedIn,25
2024-06-14,Facebook,4
2024-06-14,Referral,12
2024-06-14,Email,3
2024-06-14,Direct,5
2024-06-14,Partner,3
2024-06-15,Organic,28
2024-06-15,Google,24
2024-06-15,LinkedIn,16
2024-06-15,Facebook,8
2024-06-15,Referral,17
2024-06-15,Email,1
2024-06-15,Direct,14
2024-06-15,Partner,9
2024-06-16,Organic,24
2024-06-16,Google,19
2024-06-16,LinkedIn,2
2024-06-16,Facebook,10
2024-06-16,Referral,14
2024-06-16,Email,1
2024-06-16,Direct,6
2024-06-16,Partner,4
2024-06-17,Organic,32
2024-06-17,Google,24
2024-06-17,LinkedIn,13
2024-06-17,Facebook,12
2024-06-17,Referral,9
2024-06-17,Email,1
2024-06-17,Direct,18
2024-06-17,Partner,10
2024-06-18,Organic,37
2024-06-18,Google,28
2024-06-18,LinkedIn,27
2024-06-18,Facebook,13
2024-06-18,Referral,11
2024-06-18,Email,5
2024-06-18,Direct,3
2024-06-18,Partner,3
2024-06-19,Organic,41
2024-06-19,Google,28
2024-06-19,LinkedIn,13
2024-06-19,Facebook,10
2024-06-19,Referral,9
2024-06-19,Email,9
2024-06-19,Direct,5
2024-06-19,Partner,19
2024-06-20,Organic,32
2024-06-20,Google,19
2024-06-20,LinkedIn,3
2024-06-20,Facebook,5
2024-06-20,Referral,24
2024-06-20,Email,9
2024-06-20,Direct,10
2024-06-20,Partner,12
2024-06-21,Organic,40
2024-06-21,Google,18
2024-06-21,LinkedIn,2
2024-06-21,Facebook,13
2024-06-21,Referral,16
2024-06-21,Email,1
2024-06-21,Direct,0
2024-06-21,Partner,14
2024-06-22,Organic,21
2024-06-22,Google,15
2024-06-22,LinkedIn,2
2024-06-22,Facebook,8
2024-06-22,Referral,27
2024-06-22,Email,9
2024-06-22,Direct,12
2024-06-22,Partner,4
2024-06-23,Organic,32
2024-06-23,Google,28
2024-06-23,LinkedIn,13
2024-06-23,Facebook,7
2024-06-23,Referral,21
2024-06-23,Email,14
2024-06-23,Direct,8
2024-06-23,Partner,4
2024-06-24,Organic,29
2024-06-24,Google,22
2024-06-24,LinkedIn,23
2024-06-24,Facebook,8
2024-06-24,Referral,11
2024-06-24,Email,3
2024-06-24,Direct,13
2024-06-24,Partner,3
2024-06-25,Organic,44
2024-06-25,Google,17
2024-06-25,LinkedIn,9
2024-06-25,Facebook,8
2024-06-25,Referral,12
2024-06-25,Email,6
2024-06-25,Direct,7
2024-06-25,Partner,3
2024-06-26,Organic,42
2024-06-26,Google,18
2024-06-26,LinkedIn,4
2024-06-26,Facebook,4
2024-06-26,Referral,15
2024-06-26,Email,1
2024-06-26,Direct,6
2024-06-26,Partner,3
2024-06-27,Organic,31
2024-06-27,Google,24
2024-06-27,LinkedIn,13
2024-06-27,Facebook,8
2024-06-27,Referral,8
2024-06-27,Email,1
2024-06-27,Direct,6
2024-06-27,Partner,3
2024-06-28,Organic,22
2024-06-28,Google,7
2024-06-28,LinkedIn,22
2024-06-28,Facebook,13
2024-06-28,Referral,29
2024-06-28,Email,9
2024-06-28,Direct,3
2024-06-28,Partner,14
2024-06-29,Organic,29
2024-06-29,Google,21
2024-06-29,LinkedIn,18
2024-06-29,Facebook,5
2024-06-29,Referral,3
2024-06-29,Email,1
2024-06-29,Direct,3
2024-06-29,Partner,3
2024-06-30,Organic,40
2024-06-30,Google,24
2024-06-30,LinkedIn,16
2024-06-30,Facebook,11
2024-06-30,Referral,19
2024-06-30,Email,6
2024-06-30,Direct,9
2024-06-30,Partner,3
2024-07-01,Organic,48
2024-07-01,Google,28
2024-07-01,LinkedIn,14
2024-07-01,Facebook,8
2024-07-01,Referral,11
2024-07-01,Email,1
2024-07-01,Direct,8
2024-07-01,Partner,3
2024-07-02,Organic,29
2024-07-02,Google,21
2024-07-02,LinkedIn,29
2024-07-02,Facebook,8
2024-07-02,Referral,17
2024-07-02,Email,3
2024-07-02,Direct,3
2024-07-02,Partner,10
2024-07-03,Organic,28
2024-07-03,Google,23
2024-07-03,LinkedIn,2
2024-07-03,Facebook,8
2024-07-03,Referral,21
2024-07-03,Email,6
2024-07-03,Direct,9
2024-07-03,Partner,3
2024-07-04,Organic,29
2024-07-04,Google,18
2024-07-04,LinkedIn,23
2024-07-04,Facebook,5
2024-07-04,Referral,17
2024-07-04,Email,1
2024-07-04,Direct,5
2024-07-04,Partner,12
2024-07-05,Organic,33
2024-07-05,Google,21
2024-07-05,LinkedIn,14
2024-07-05,Facebook,11
2024-07-05,Referral,2
2024-07-05,Email,6
2024-07-05,Direct,3
2024-07-05,Partner,11
2024-07-06,Organic,40
2024-07-06,Google,14
2024-07-06,LinkedIn,9
2024-07-06,Facebook,10
2024-07-06,Referral,7
2024-07-06,Email,6
2024-07-06,Direct,6
2024-07-06,Partner,29
2024-07-07,Organic,36
2024-07-07,Google,14
2024-07-07,LinkedIn,16
2024-07-07,Facebook,12
2024-07-07,Referral,2
2024-07-07,Email,2
2024-07-07,Direct,2
2024-07-07,Partner,11
2024-07-08,Organic,36
2024-07-08,Google,24
2024-07-08,LinkedIn,13
2024-07-08,Facebook,7
2024-07-08,Referral,8
2024-07-08,Email,1
2024-07-08,Direct,6
2024-07-08,Partner,3
2024-07-09,Organic,32
2024-07-09,Google,16
2024-07-09,LinkedIn,22
2024-07-09,Facebook,11
2024-07-09,Referral,2
2024-07-09,Email,4
2024-07-09,Direct,6
2024-07-09,Partner,19
2024-07-10,Organic,39
2024-07-10,Google,20
2024-07-10,LinkedIn,2
2024-07-10,Facebook,11
2024-07-10,Referral,11
2024-07-10,Email,2
2024-07-10,Direct,10
2024-07-10,Partner,3
2024-07-11,Organic,40
2024-07-11,Google,18
2024-07-11,LinkedIn,2
2024-07-11,Facebook,4
2024-07-11,Referral,14
2024-07-11,Email,4
2024-07-11,Direct,19
2024-07-11,Partner,14
2024-07-12,Organic,31
2024-07-12,Google,21
2024-07-12,LinkedIn,13
2024-07-12,Facebook,4
2024-07-12,Referral,13
2024-07-12,Email,7
2024-07-12,Direct,5
2024-07-12,Partner,24
2024-07-13,Organic,47
2024-07-13,Google,25
2024-07-13,LinkedIn,18
2024-07-13,Facebook,5
2024-07-13,Referral,13
2024-07-13,Email,11
2024-07-13,Direct,5
2024-07-13,Partner,20
2024-07-14,Organic,31
2024-07-14,Google,12
2024-07-14,LinkedIn,17
2024-07-14,Facebook,16
2024-07-14,Referral,7
2024-07-14,Email,2
2024-07-14,Direct,10
2024-07-14,Partner,3
2024-07-15,Organic,34
2024-07-15,Google,13
2024-07-15,LinkedIn,18
2024-07-15,Facebook,11
2024-07-15,Referral,2
2024-07-15,Email,2
2024-07-15,Direct,2
2024-07-15,Partner,15
2024-07-16,Organic,30
2024-07-16,Google,21
2024-07-16,LinkedIn,18
2024-07-16,Facebook,10
2024-07-16,Referral,3
2024-07-16,Email,1
2024-07-16,Direct,5
2024-07-16,Partner,5
2024-07-17,Organic,35
2024-07-17,Google,15
2024-07-17,LinkedIn,19
2024-07-17,Facebook,11
2024-07-17,Referral,15
2024-07-17,Email,9
2024-07-17,Direct,4
2024-07-17,Partner,3
2024-07-18,Organic,32
2024-07-18,Google,27
2024-07-18,LinkedIn,22
2024-07-18,Facebook,5
2024-07-18,Referral,4
2024-07-18,Email,6
2024-07-18,Direct,18
2024-07-18,Partner,14
2024-07-19,Organic,28
2024-07-19,Google,18
2024-07-19,LinkedIn,26
2024-07-19,Facebook,6
2024-07-19,Referral,17
2024-07-19,Email,4
2024-07-19,Direct,0
2024-07-19,Partner,3
2024-07-20,Organic,40
2024-07-20,Google,20
2024-07-20,LinkedIn,31
2024-07-20,Facebook,2
2024-07-20,Referral,7
2024-07-20,Email,9
2024-07-20,Direct,4
2024-07-20,Partner,3
2024-07-21,Organic,32
2024-07-21,Google,24
2024-07-21,LinkedIn,18
2024-07-21,Facebook,6
2024-07-21,Referral,25
2024-07-21,Email,1
2024-07-21,Direct,10
2024-07-21,Partner,12
2024-07-22,Organic,25
2024-07-22,Google,19
2024-07-22,LinkedIn,26
2024-07-22,Facebook,6
2024-07-22,Referral,19
2024-07-22,Email,8
2024-07-22,Direct,7
2024-07-22,Partner,13
2024-07-23,Organic,28
2024-07-23,Google,24
2024-07-23,LinkedIn,22
2024-07-23,Facebook,13
2024-07-23,Referral,8
2024-07-23,Email,1
2024-07-23,Direct,5
2024-07-23,Partner,4
2024-07-24,Organic,40
2024-07-24,Google,23
2024-07-24,LinkedIn,24
2024-07-24,Facebook,9
2024-07-24,Referral,22
2024-07-24,Email,12
2024-07-24,Direct,11
2024-07-24,Partner,9
2024-07-25,Organic,24
2024-07-25,Google,18
2024-07-25,LinkedIn,7
2024-07-25,Facebook,8
2024-07-25,Referral,15
2024-07-25,Email,3
2024-07-25,Direct,0
2024-07-25,Partner,3
2024-07-26,Organic,38
2024-07-26,Google,3
2024-07-26,LinkedIn,26
2024-07-26,Facebook,10
2024-07-26,Referral,11
2024-07-26,Email,6
2024-07-26,Direct,12
2024-07-26,Partner,9
2024-07-27,Organic,40
2024-07-27,Google,24
2024-07-27,LinkedIn,18
2024-07-27,Facebook,10
2024-07-27,Referral,18
2024-07-27,Email,3
2024-07-27,Direct,0
2024-07-27,Partner,18
2024-07-28,Organic,40
2024-07-28,Google,19
2024-07-28,LinkedIn,22
2024-07-28,Facebook,14
2024-07-28,Referral,15
2024-07-28,Email,3
2024-07-28,Direct,2
2024-07-28,Partner,3
2024-07-29,Organic,26
2024-07-29,Google,20
2024-07-29,LinkedIn,10
2024-07-29,Facebook,2
2024-07-29,Referral,12
2024-07-29,Email,19
2024-07-29,Direct,7
2024-07-29,Partner,23
2024-07-30,Organic,36
2024-07-30,Google,24
2024-07-30,LinkedIn,6
2024-07-30,Facebook,7
2024-07-30,Referral,28
2024-07-30,Email,13
2024-07-30,Direct,3
2024-07-30,Partner,4
2024-07-31,Organic,34
2024-07-31,Google,30
2024-07-31,LinkedIn,9
2024-07-31,Facebook,10
2024-07-31,Referral,17
2024-07-31,Email,1
2024-07-31,Direct,14
2024-07-31,Partner,3
2024-08-01,Organic,21
2024-08-01,Google,30
2024-08-01,LinkedIn,9
2024-08-01,Facebook,12
2024-08-01,Referral,26
2024-08-01,Email,11
2024-08-01,Direct,12
2024-08-01,Partner,3
2024-08-02,Organic,39
2024-08-02,Google,18
2024-08-02,LinkedIn,21
2024-08-02,Facebook,6
2024-08-02,Referral,17
2024-08-02,Email,15
2024-08-02,Direct,11
2024-08-02,Partner,5
2024-08-03,Organic,44
2024-08-03,Google,15
2024-08-03,LinkedIn,13
2024-08-03,Facebook,5
2024-08-03,Referral,11
2024-08-03,Email,12
2024-08-03,Direct,15
2024-08-03,Partner,3
2024-08-04,Organic,33
2024-08-04,Google,21
2024-08-04,LinkedIn,25
2024-08-04,Facebook,14
2024-08-04,Referral,9
2024-08-04,Email,1
2024-08-04,Direct,0
2024-08-04,Partner,14
2024-08-05,Organic,36
2024-08-05,Google,23
2024-08-05,LinkedIn,17
2024-08-05,Facebook,8
2024-08-05,Referral,2
2024-08-05,Email,5
2024-08-05,Direct,7
2024-08-05,Partner,3
2024-08-06,Organic,32
2024-08-06,Google,19
2024-08-06,LinkedIn,2
2024-08-06,Facebook,13
2024-08-06,Referral,21
2024-08-06,Email,12
2024-08-06,Direct,5
2024-08-06,Partner,17
2024-08-07,Organic,35
2024-08-07,Google,14
2024-08-07,LinkedIn,15
2024-08-07,Facebook,11
2024-08-07,Referral,2
2024-08-07,Email,6
2024-08-07,Direct,9
2024-08-07,Partner,22
2024-08-08,Organic,42
2024-08-08,Google,19
2024-08-08,LinkedIn,18
2024-08-08,Facebook,9
2024-08-08,Referral,29
2024-08-08,Email,15
2024-08-08,Direct,5
2024-08-08,Partner,16
2024-08-09,Organic,24
2024-08-09,Google,23
2024-08-09,LinkedIn,12
2024-08-09,Facebook,10
2024-08-09,Referral,2
2024-08-09,Email,3
2024-08-09,Direct,4
2024-08-09,Partner,3
2024-08-10,Organic,40
2024-08-10,Google,21
2024-08-10,LinkedIn,2
2024-08-10,Facebook,10
2024-08-10,Referral,12
2024-08-10,Email,9
2024-08-10,Direct,7
2024-08-10,Partner,6
2024-08-11,Organic,40
2024-08-11,Google,18
2024-08-11,LinkedIn,14
2024-08-11,Facebook,10
2024-08-11,Referral,2
2024-08-11,Email,3
2024-08-11,Direct,6
2024-08-11,Partner,3
2024-08-12,Organic,43
2024-08-12,Google,27
2024-08-12,LinkedIn,18
2024-08-12,Facebook,7
2024-08-12,Referral,21
2024-08-12,Email,6
2024-08-12,Direct,11
2024-08-12,Partner,23
2024-08-13,Organic,40
2024-08-13,Google,16
2024-08-13,LinkedIn,8
2024-08-13,Facebook,8
2024-08-13,Referral,18
2024-08-13,Email,9
2024-08-13,Direct,0
2024-08-13,Partner,23
2024-08-14,Organic,25
2024-08-14,Google,31
2024-08-14,LinkedIn,5
2024-08-14,Facebook,7
2024-08-14,Referral,2
2024-08-14,Email,3
2024-08-14,Direct,5
2024-08-14,Partner,3
2024-08-15,Organic,32
2024-08-15,Google,29
2024-08-15,LinkedIn,6
2024-08-15,Facebook,10
2024-08-15,Referral,2
2024-08-15,Email,3
2024-08-15,Direct,11
2024-08-15,Partner,4
2024-08-16,Organic,44
2024-08-16,Google,25
2024-08-16,LinkedIn,13
2024-08-16,Facebook,8
2024-08-16,Referral,4
2024-08-16,Email,9
2024-08-16,Direct,6
2024-08-16,Partner,14
2024-08-17,Organic,28
2024-08-17,Google,26
2024-08-17,LinkedIn,25
2024-08-17,Facebook,10
2024-08-17,Referral,34
2024-08-17,Email,7
2024-08-17,Direct,0
2024-08-17,Partner,15
2024-08-18,Organic,31
2024-08-18,Google,28
2024-08-18,LinkedIn,21
2024-08-18,Facebook,7
2024-08-18,Referral,5
2024-08-18,Email,19
2024-08-18,Direct,7
2024-08-18,Partner,3
2024-08-19,Organic,36
2024-08-19,Google,24
2024-08-19,LinkedIn,23
2024-08-19,Facebook,13
2024-08-19,Referral,25
2024-08-19,Email,2
2024-08-19,Direct,4
2024-08-19,Partner,19
2024-08-20,Organic,36
2024-08-20,Google,24
2024-08-20,LinkedIn,15
2024-08-20,Facebook,8
2024-08-20,Referral,14
2024-08-20,Email,3
2024-08-20,Direct,6
2024-08-20,Partner,24
2024-08-21,Organic,32
2024-08-21,Google,22
2024-08-21,LinkedIn,21
2024-08-21,Facebook,13
2024-08-21,Referral,13
2024-08-21,Email,12
2024-08-21,Direct,7
2024-08-21,Partner,5
2024-08-22,Organic,32
2024-08-22,Google,28
2024-08-22,LinkedIn,14
2024-08-22,Facebook,11
2024-08-22,Referral,3
2024-08-22,Email,1
2024-08-22,Direct,7
2024-08-22,Partner,12
2024-08-23,Organic,39
2024-08-23,Google,28
2024-08-23,LinkedIn,8
2024-08-23,Facebook,2
2024-08-23,Referral,14
2024-08-23,Email,6
2024-08-23,Direct,5
2024-08-23,Partner,27
2024-08-24,Organic,31
2024-08-24,Google,23
2024-08-24,LinkedIn,3
2024-08-24,Facebook,10
2024-08-24,Referral,10
2024-08-24,Email,1
2024-08-24,Direct,9
2024-08-24,Partner,9
2024-08-25,Organic,26
2024-08-25,Google,28
2024-08-25,LinkedIn,24
2024-08-25,Facebook,7
2024-08-25,Referral,2
2024-08-25,Email,4
2024-08-25,Direct,15
2024-08-25,Partner,3
2024-08-26,Organic,39
2024-08-26,Google,24
2024-08-26,LinkedIn,2
2024-08-26,Facebook,8
2024-08-26,Referral,2
2024-08-26,Email,1
2024-08-26,Direct,0
2024-08-26,Partner,3
2024-08-27,Organic,20
2024-08-27,Google,17
2024-08-27,LinkedIn,2
2024-08-27,Facebook,11
2024-08-27,Referral,18
2024-08-27,Email,8
2024-08-27,Direct,0
2024-08-27,Partner,3
2024-08-28,Organic,48
2024-08-28,Google,31
2024-08-28,LinkedIn,34
2024-08-28,Facebook,2
2024-08-28,Referral,3
2024-08-28,Email,3
2024-08-28,Direct,6
2024-08-28,Partner,9
2024-08-29,Organic,31
2024-08-29,Google,21
2024-08-29,LinkedIn,9
2024-08-29,Facebook,9
2024-08-29,Referral,26
2024-08-29,Email,1
2024-08-29,Direct,3
2024-08-29,Partner,13
2024-08-30,Organic,35
2024-08-30,Google,16
2024-08-30,LinkedIn,4
2024-08-30,Facebook,8
2024-08-30,Referral,7
2024-08-30,Email,6
2024-08-30,Direct,3
2024-08-30,Partner,4
2024-08-31,Organic,40
2024-08-31,Google,21
2024-08-31,LinkedIn,4
2024-08-31,Facebook,3
2024-08-31,Referral,2
2024-08-31,Email,4
2024-08-31,Direct,2
2024-08-31,Partner,3
2024-09-01,Organic,28
2024-09-01,Google,28
2024-09-01,LinkedIn,22
2024-09-01,Facebook,5
2024-09-01,Referral,21
2024-09-01,Email,10
2024-09-01,Direct,10
2024-09-01,Partner,3
2024-09-02,Organic,42
2024-09-02,Google,15
2024-09-02,LinkedIn,8
2024-09-02,Facebook,9
2024-09-02,Referral,11
2024-09-02,Email,4
2024-09-02,Direct,0
2024-09-02,Partner,19
2024-09-03,Organic,39
2024-09-03,Google,18
2024-09-03,LinkedIn,3
2024-09-03,Facebook,6
2024-09-03,Referral,8
2024-09-03,Email,3
2024-09-03,Direct,3
2024-09-03,Partner,3
2024-09-04,Organic,33
2024-09-04,Google,25
2024-09-04,LinkedIn,2
2024-09-04,Facebook,10
2024-09-04,Referral,11
2024-09-04,Email,3
2024-09-04,Direct,6
2024-09-04,Partner,6
2024-09-05,Organic,44
2024-09-05,Google,31
2024-09-05,LinkedIn,2
2024-09-05,Facebook,10
2024-09-05,Referral,10
2024-09-05,Email,9
2024-09-05,Direct,9
2024-09-05,Partner,3
2024-09-06,Organic,21
2024-09-06,Google,20
2024-09-06,LinkedIn,18
2024-09-06,Facebook,10
2024-09-06,Referral,8
2024-09-06,Email,2
2024-09-06,Direct,1
2024-09-06,Partner,3
2024-09-07,Organic,43
2024-09-07,Google,19
2024-09-07,LinkedIn,17
2024-09-07,Facebook,10
2024-09-07,Referral,8
2024-09-07,Email,1
2024-09-07,Direct,0
2024-09-07,Partner,9
2024-09-08,Organic,40
2024-09-08,Google,24
2024-09-08,LinkedIn,2
2024-09-08,Facebook,6
2024-09-08,Referral,17
2024-09-08,Email,11
2024-09-08,Direct,1
2024-09-08,Partner,3
2024-09-09,Organic,27
2024-09-09,Google,29
2024-09-09,LinkedIn,17
2024-09-09,Facebook,11
2024-09-09,Referral,19
2024-09-09,Email,9
2024-09-09,Direct,9
2024-09-09,Partner,12
2024-09-10,Organic,40
2024-09-10,Google,16
2024-09-10,LinkedIn,2
2024-09-10,Facebook,13
2024-09-10,Referral,15
2024-09-10,Email,9
2024-09-10,Direct,6
2024-09-10,Partner,19
2024-09-11,Organic,34
2024-09-11,Google,25
2024-09-11,LinkedIn,34
2024-09-11,Facebook,8
2024-09-11,Referral,14
2024-09-11,Email,1
2024-09-11,Direct,12
2024-09-11,Partner,9
2024-09-12,Organic,37
2024-09-12,Google,30
2024-09-12,LinkedIn,2
2024-09-12,Facebook,9
2024-09-12,Referral,5
2024-09-12,Email,7
2024-09-12,Direct,0
2024-09-12,Partner,19
2024-09-13,Organic,32
2024-09-13,Google,27
2024-09-13,LinkedIn,18
2024-09-13,Facebook,8
2024-09-13,Referral,7
2024-09-13,Email,9
2024-09-13,Direct,10
2024-09-13,Partner,3
2024-09-14,Organic,32
2024-09-14,Google,14
2024-09-14,LinkedIn,19
2024-09-14,Facebook,4
2024-09-14,Referral,7
2024-09-14,Email,18
2024-09-14,Direct,10
2024-09-14,Partner,3
2024-09-15,Organic,40
2024-09-15,Google,28
2024-09-15,LinkedIn,2
2024-09-15,Facebook,6
2024-09-15,Referral,9
2024-09-15,Email,7
2024-09-15,Direct,7
2024-09-15,Partner,19
2024-09-16,Organic,39
2024-09-16,Google,22
2024-09-16,LinkedIn,11
2024-09-16,Facebook,5
2024-09-16,Referral,6
2024-09-16,Email,7
2024-09-16,Direct,12
2024-09-16,Partner,10
2024-09-17,Organic,36
2024-09-17,Google,27
2024-09-17,LinkedIn,18
2024-09-17,Facebook,10
2024-09-17,Referral,2
2024-09-17,Email,11
2024-09-17,Direct,10
2024-09-17,Partner,14
2024-09-18,Organic,34
2024-09-18,Google,24
2024-09-18,LinkedIn,9
2024-09-18,Facebook,5
2024-09-18,Referral,8
2024-09-18,Email,7
2024-09-18,Direct,13
2024-09-18,Partner,19
2024-09-19,Organic,34
2024-09-19,Google,21
2024-09-19,LinkedIn,21
2024-09-19,Facebook,5
2024-09-19,Referral,21
2024-09-19,Email,6
2024-09-19,Direct,0
2024-09-19,Partner,4
2024-09-20,Organic,35
2024-09-20,Google,24
2024-09-20,LinkedIn,2
2024-09-20,Facebook,15
2024-09-20,Referral,2
