date,channel,spend
2024-04-24,LinkedIn,67.25
2024-04-24,Facebook,834.87
2024-04-24,Referral,695.46
2024-04-24,Email,106.83
2024-04-24,Direct,40.77
2024-04-24,Partner,182.52
2024-04-25,Organic,139.11
2024-04-25,Google,445.95
2024-04-25,LinkedIn,716.84
2024-04-25,Facebook,812.3
2024-04-25,Referral,205.26
2024-04-25,Email,241.7
2024-04-25,Direct,293.35
2024-04-25,Partner,138.11
2024-04-26,Organic,908.6
2024-04-26,Google,1149.74
2024-04-26,LinkedIn,10.9
2024-04-26,Facebook,274.19
2024-04-26,Referral,46.49
2024-04-26,Email,285.53
2024-04-26,Direct,61.89
2024-04-26,Partner,18.03
2024-04-27,Organic,552.73
2024-04-27,Google,496.56
2024-04-27,LinkedIn,114.88
2024-04-27,Facebook,275.76
2024-04-27,Referral,239.96
2024-04-27,Email,71.02
2024-04-27,Direct,182.22
2024-04-27,Partner,409.41
2024-04-28,Organic,1501.22
2024-04-28,Google,451.57
2024-04-28,LinkedIn,85.01
2024-04-28,Facebook,478.43
2024-04-28,Referral,41.41
2024-04-28,Email,113.38
2024-04-28,Direct,273.07
2024-04-28,Partner,128.23
2024-04-29,Organic,1443.65
2024-04-29,Google,93.95
2024-04-29,LinkedIn,69.27
2024-04-29,Facebook,137.29
2024-04-29,Referral,200.27
2024-04-29,Email,63.42
2024-04-29,Direct,31.3
2024-04-29,Partner,71.41
2024-04-30,Organic,1679.4
2024-04-30,Google,455.93
2024-04-30,LinkedIn,137.89
2024-04-30,Facebook,101.47
2024-04-30,Referral,365.73
2024-04-30,Email,61.8
2024-04-30,Direct,297.34
2024-04-30,Partner,50.87
2024-05-01,Organic,137.15
2024-05-01,Google,422.76
2024-05-01,LinkedIn,81.89
2024-05-01,Facebook,480.4
2024-05-01,Referral,703.33
2024-05-01,Email,250.22
2024-05-01,Direct,67.52
2024-05-01,Partner,13.94
2024-05-02,Organic,360.39
2024-05-02,Google,1044.38
2024-05-02,LinkedIn,72.7
2024-05-02,Facebook,88.48
2024-05-02,Referral,303.98
2024-05-02,Email,45.53
2024-05-02,Direct,193.6
2024-05-02,Partner,67.31
2024-05-03,Organic,1252.5
2024-05-03,Google,208.0
2024-05-03,LinkedIn,231.92
2024-05-03,Facebook,208.53
2024-05-03,Referral,492.08
2024-05-03,Email,503.21
2024-05-03,Direct,45.59
2024-05-03,Partner,36.5
2024-05-04,Organic,192.5
2024-05-04,Google,951.37
2024-05-04,LinkedIn,506.89
2024-05-04,Facebook,157.42
2024-05-04,Referral,220.44
2024-05-04,Email,309.07
2024-05-04,Direct,26.12
2024-05-04,Partner,305.94
2024-05-05,Organic,492.02
2024-05-05,Google,739.63
2024-05-05,LinkedIn,208.08
2024-05-05,Facebook,44.48
2024-05-05,Referral,275.9
2024-05-05,Email,128.85
2024-05-05,Direct,243.31
2024-05-05,Partner,230.89
2024-05-06,Organic,300.16
2024-05-06,Google,876.71
2024-05-06,LinkedIn,272.15
2024-05-06,Facebook,441.14
2024-05-06,Referral,111.65
2024-05-06,Email,29.34
2024-05-06,Direct,29.97
2024-05-06,Partner,64.71
2024-05-07,Organic,385.69
2024-05-07,Google,886.89
2024-05-07,LinkedIn,293.45
2024-05-07,Facebook,325.92
2024-05-07,Referral,56.38
2024-05-07,Email,92.01
2024-05-07,Direct,131.54
2024-05-07,Partner,184.51
2024-05-08,Organic,862.53
2024-05-08,Google,947.1
2024-05-08,LinkedIn,285.13
2024-05-08,Facebook,260.87
2024-05-08,Referral,716.19
2024-05-08,Email,44.7
2024-05-08,Direct,548.77
2024-05-08,Partner,63.69
2024-05-09,Organic,219.53
2024-05-09,Google,413.37
2024-05-09,LinkedIn,81.63
2024-05-09,Facebook,702.85
2024-05-09,Referral,199.75
2024-05-09,Email,241.47
2024-05-09,Direct,235.68
2024-05-09,Partner,265.69
2024-05-10,Organic,1359.4
2024-05-10,Google,311.94
2024-05-10,LinkedIn,34.55
2024-05-10,Facebook,246.38
2024-05-10,Referral,125.33
2024-05-10,Email,56.81
2024-05-10,Direct,219.44
2024-05-10,Partner,30.32
2024-05-11,Organic,857.67
2024-05-11,Google,601.01
2024-05-11,LinkedIn,96.07
2024-05-11,Facebook,202.08
2024-05-11,Referral,196.56
2024-05-11,Email,39.22
2024-05-11,Direct,20.68
2024-05-11,Partner,74.17
2024-05-12,Organic,748.73
2024-05-12,Google,96.2
2024-05-12,LinkedIn,102.65
2024-05-12,Facebook,119.51
2024-05-12,Referral,661.53
2024-05-12,Email,82.01
2024-05-12,Direct,369.42
2024-05-12,Partner,60.45
2024-05-13,Organic,876.95
2024-05-13,Google,687.57
2024-05-13,LinkedIn,385.47
2024-05-13,Facebook,137.59
2024-05-13,Referral,108.87
2024-05-13,Email,96.2
2024-05-13,Direct,56.57
2024-05-13,Partner,74.63
2024-05-14,Organic,1356.41
2024-05-14,Google,156.12
2024-05-14,LinkedIn,31.67
2024-05-14,Facebook,668.33
2024-05-14,Referral,211.55
2024-05-14,Email,75.22
2024-05-14,Direct,111.51
2024-05-14,Partner,22.65
2024-05-15,Organic,332.94
2024-05-15,Google,591.51
2024-05-15,LinkedIn,131.95
2024-05-15,Facebook,233.1
2024-05-15,Referral,115.3
2024-05-15,Email,30.06
2024-05-15,Direct,105.96
2024-05-15,Partner,474.49
2024-05-16,Organic,1177.22
2024-05-16,Google,628.62
2024-05-16,LinkedIn,232.57
2024-05-16,Facebook,299.27
2024-05-16,Referral,496.02
2024-05-16,Email,412.12
2024-05-16,Direct,57.6
2024-05-16,Partner,134.06
2024-05-17,Organic,944.37
2024-05-17,Google,419.71
2024-05-17,LinkedIn,128.84
2024-05-17,Facebook,142.02
2024-05-17,Referral,57.09
2024-05-17,Email,206.04
2024-05-17,Direct,33.84
2024-05-17,Partner,135.29
2024-05-18,Organic,538.64
2024-05-18,Google,500.55
2024-05-18,LinkedIn,25.64
2024-05-18,Facebook,277.88
2024-05-18,Referral,137.35
2024-05-18,Email,59.66
2024-05-18,Direct,164.47
2024-05-18,Partner,28.34
2024-05-19,Organic,805.47
2024-05-19,Google,1012.63
2024-05-19,LinkedIn,124.4
2024-05-19,Facebook,201.82
2024-05-19,Referral,258.59
2024-05-19,Email,126.22
2024-05-19,Direct,180.74
2024-05-19,Partner,52.55
2024-05-20,Organic,1342.74
2024-05-20,Google,364.99
2024-05-20,LinkedIn,84.19
2024-05-20,Facebook,154.01
2024-05-20,Referral,272.35
2024-05-20,Email,248.82
2024-05-20,Direct,146.55
2024-05-20,Partner,65.46
2024-05-21,Organic,271.78
2024-05-21,Google,138.9
2024-05-21,LinkedIn,47.42
2024-05-21,Facebook,152.25
2024-05-21,Referral,106.79
2024-05-21,Email,324.64
2024-05-21,Direct,179.57
2024-05-21,Partner,64.94
2024-05-22,Organic,367.23
2024-05-22,Google,581.84
2024-05-22,LinkedIn,39.71
2024-05-22,Facebook,614.76
2024-05-22,Referral,721.19
2024-05-22,Email,120.83
2024-05-22,Direct,19.17
2024-05-22,Partner,50.12
2024-05-23,Organic,342.72
2024-05-23,Google,240.31
2024-05-23,LinkedIn,102.28
2024-05-23,Facebook,38.59
2024-05-23,Referral,221.59
2024-05-23,Email,104.76
2024-05-23,Direct,59.19
2024-05-23,Partner,151.63
2024-05-24,Organic,1252.25
2024-05-24,Google,610.31
2024-05-24,LinkedIn,41.25
2024-05-24,Facebook,594.4
2024-05-24,Referral,152.13
2024-05-24,Email,56.01
2024-05-24,Direct,184.29
2024-05-24,Partner,38.02
2024-05-25,Organic,1201.35
2024-05-25,Google,186.27
2024-05-25,LinkedIn,352.79
2024-05-25,Facebook,433.16
2024-05-25,Referral,154.31
2024-05-25,Email,355.18
2024-05-25,Direct,37.23
2024-05-25,Partner,36.4
2024-05-26,Organic,832.79
2024-05-26,Google,544.11
2024-05-26,LinkedIn,47.19
2024-05-26,Facebook,293.07
2024-05-26,Referral,167.48
2024-05-26,Email,104.27
2024-05-26,Direct,232.0
2024-05-26,Partner,64.04
2024-05-27,Organic,380.11
2024-05-27,Google,133.99
2024-05-27,LinkedIn,345.26
2024-05-27,Facebook,395.14
2024-05-27,Referral,201.34
2024-05-27,Email,19.59
2024-05-27,Direct,310.99
2024-05-27,Partner,246.22
2024-05-28,Organic,261.93
2024-05-28,Google,737.94
2024-05-28,LinkedIn,282.99
2024-05-28,Facebook,736.97
2024-05-28,Referral,454.41
2024-05-28,Email,445.95
2024-05-28,Direct,48.03
2024-05-28,Partner,208.21
2024-05-29,Organic,822.39
2024-05-29,Google,164.85
2024-05-29,LinkedIn,75.3
2024-05-29,Facebook,125.31
2024-05-29,Referral,385.74
2024-05-29,Email,530.7
2024-05-29,Direct,132.42
2024-05-29,Partner,299.97
2024-05-30,Organic,723.4
2024-05-30,Google,162.7
2024-05-30,LinkedIn,213.16
2024-05-30,Facebook,602.5
2024-05-30,Referral,209.74
2024-05-30,Email,151.77
2024-05-30,Direct,44.26
2024-05-30,Partner,60.72
2024-05-31,Organic,734.51
2024-05-31,Google,454.74
2024-05-31,LinkedIn,98.04
2024-05-31,Facebook,478.33
2024-05-31,Referral,328.07
2024-05-31,Email,148.06
2024-05-31,Direct,33.67
2024-05-31,Partner,17.84
2024-06-01,Organic,1547.72
2024-06-01,Google,396.68
2024-06-01,LinkedIn,373.94
2024-06-01,Facebook,223.51
2024-06-01,Referral,217.98
2024-06-01,Email,18.67
2024-06-01,Direct,305.03
2024-06-01,Partner,52.52
2024-06-02,Organic,453.07
2024-06-02,Google,222.32
2024-06-02,LinkedIn,52.07
2024-06-02,Facebook,437.53
2024-06-02,Referral,67.64
2024-06-02,Email,228.31
2024-06-02,Direct,115.01
2024-06-02,Partner,13.24
2024-06-03,Organic,597.43
2024-06-03,Google,239.43
2024-06-03,LinkedIn,69.64
2024-06-03,Facebook,397.69
2024-06-03,Referral,280.72
2024-06-03,Email,248.65
2024-06-03,Direct,68.59
2024-06-03,Partner,141.3
2024-06-04,Organic,542.57
2024-06-04,Google,617.05
2024-06-04,LinkedIn,28.8
2024-06-04,Facebook,262.14
2024-06-04,Referral,309.12
2024-06-04,Email,324.65
2024-06-04,Direct,68.36
2024-06-04,Partner,79.68
2024-06-05,Organic,625.79
2024-06-05,Google,762.25
2024-06-05,LinkedIn,114.64
2024-06-05,Facebook,266.25
2024-06-05,Referral,148.82
2024-06-05,Email,209.26
2024-06-05,Direct,239.3
2024-06-05,Partner,167.45
2024-06-06,Organic,777.78
2024-06-06,Google,438.81
2024-06-06,LinkedIn,232.89
2024-06-06,Facebook,228.77
2024-06-06,Referral,67.03
2024-06-06,Email,107.13
2024-06-06,Direct,180.91
2024-06-06,Partner,49.92
2024-06-07,Organic,1134.42
2024-06-07,Google,272.39
2024-06-07,LinkedIn,42.07
2024-06-07,Facebook,255.51
2024-06-07,Referral,285.42
2024-06-07,Email,228.21
2024-06-07,Direct,76.5
2024-06-07,Partner,11.37
2024-06-08,Organic,271.15
2024-06-08,Google,472.99
2024-06-08,LinkedIn,322.26
2024-06-08,Facebook,560.76
2024-06-08,Referral,171.84
2024-06-08,Email,51.95
2024-06-08,Direct,179.72
2024-06-08,Partner,63.29
2024-06-09,Organic,638.94
2024-06-09,Google,232.51
2024-06-09,LinkedIn,304.45
2024-06-09,Facebook,86.32
2024-06-09,Referral,67.65
2024-06-09,Email,206.92
2024-06-09,Direct,37.49
2024-06-09,Partner,57.01
2024-06-10,Organic,131.18
2024-06-10,Google,286.06
2024-06-10,LinkedIn,342.87
2024-06-10,Facebook,195.09
2024-06-10,Referral,72.22
2024-06-10,Email,55.26
2024-06-10,Direct,66.94
2024-06-10,Partner,41.96
2024-06-11,Organic,798.14
2024-06-11,Google,859.84
2024-06-11,LinkedIn,244.65
2024-06-11,Facebook,450.97
2024-06-11,Referral,590.4
2024-06-11,Email,110.91
2024-06-11,Direct,88.91
2024-06-11,Partner,73.15
2024-06-12,Organic,519.45
2024-06-12,Google,393.78
2024-06-12,LinkedIn,188.68
2024-06-12,Facebook,171.97
2024-06-12,Referral,108.65
2024-06-12,Email,52.77
2024-06-12,Direct,370.59
2024-06-12,Partner,81.43
2024-06-13,Organic,769.48
2024-06-13,Google,774.47
2024-06-13,LinkedIn,49.2
2024-06-13,Facebook,421.89
2024-06-13,Referral,302.94
2024-06-13,Email,574.75
2024-06-13,Direct,95.16
2024-06-13,Partner,333.22
2024-06-14,Organic,390.05
2024-06-14,Google,260.97
2024-06-14,LinkedIn,371.9
2024-06-14,Facebook,113.53
2024-06-14,Referral,81.14
2024-06-14,Email,80.77
2024-06-14,Direct,107.14
2024-06-14,Partner,65.44
2024-06-15,Organic,340.85
2024-06-15,Google,119.84
2024-06-15,LinkedIn,204.65
2024-06-15,Facebook,229.65
2024-06-15,Referral,332.79
2024-06-15,Email,34.28
2024-06-15,Direct,195.64
2024-06-15,Partner,120.74
2024-06-16,Organic,882.36
2024-06-16,Google,346.79
2024-06-16,LinkedIn,38.22
2024-06-16,Facebook,515.99
2024-06-16,Referral,365.03
2024-06-16,Email,25.43
2024-06-16,Direct,66.03
2024-06-16,Partner,36.06
2024-06-17,Organic,239.64
2024-06-17,Google,621.81
2024-06-17,LinkedIn,71.34
2024-06-17,Facebook,145.19
2024-06-17,Referral,267.38
2024-06-17,Email,71.15
2024-06-17,Direct,921.27
2024-06-17,Partner,97.65
2024-06-18,Organic,1002.2
2024-06-18,Google,967.72
2024-06-18,LinkedIn,141.92
2024-06-18,Facebook,894.86
2024-06-18,Referral,50.9
2024-06-18,Email,29.62
2024-06-18,Direct,190.01
2024-06-18,Partner,73.72
2024-06-19,Organic,1191.55
2024-06-19,Google,270.91
2024-06-19,LinkedIn,316.35
2024-06-19,Facebook,242.54
2024-06-19,Referral,167.93
2024-06-19,Email,110.98
2024-06-19,Direct,127.34
2024-06-19,Partner,345.35
2024-06-20,Organic,187.46
2024-06-20,Google,101.92
2024-06-20,LinkedIn,63.03
2024-06-20,Facebook,186.25
2024-06-20,Referral,502.12
2024-06-20,Email,121.55
2024-06-20,Direct,532.04
2024-06-20,Partner,111.65
2024-06-21,Organic,261.04
2024-06-21,Google,125.37
2024-06-21,LinkedIn,72.16
2024-06-21,Facebook,227.87
2024-06-21,Referral,69.2
2024-06-21,Email,58.73
2024-06-21,Direct,19.53
2024-06-21,Partner,281.58
2024-06-22,Organic,848.67
2024-06-22,Google,301.75
2024-06-22,LinkedIn,66.82
2024-06-22,Facebook,558.02
2024-06-22,Referral,213.98
2024-06-22,Email,89.33
2024-06-22,Direct,151.0
2024-06-22,Partner,75.27
2024-06-23,Organic,855.21
2024-06-23,Google,365.11
2024-06-23,LinkedIn,313.85
2024-06-23,Facebook,265.51
2024-06-23,Referral,593.59
2024-06-23,Email,157.55
2024-06-23,Direct,394.72
2024-06-23,Partner,44.57
2024-06-24,Organic,580.25
2024-06-24,Google,910.34
2024-06-24,LinkedIn,206.06
2024-06-24,Facebook,493.18
2024-06-24,Referral,227.11
2024-06-24,Email,141.7
2024-06-24,Direct,142.81
2024-06-24,Partner,69.1
2024-06-25,Organic,544.36
2024-06-25,Google,653.3
2024-06-25,LinkedIn,77.52
2024-06-25,Facebook,203.27
2024-06-25,Referral,173.68
2024-06-25,Email,55.43
2024-06-25,Direct,380.44
2024-06-25,Partner,37.6
2024-06-26,Organic,902.6
2024-06-26,Google,825.19
2024-06-26,LinkedIn,93.35
2024-06-26,Facebook,201.85
2024-06-26,Referral,56.1
2024-06-26,Email,23.46
2024-06-26,Direct,92.35
2024-06-26,Partner,55.92
2024-06-27,Organic,131.73
2024-06-27,Google,532.58
2024-06-27,LinkedIn,265.3
2024-06-27,Facebook,222.82
2024-06-27,Referral,123.54
2024-06-27,Email,35.55
2024-06-27,Direct,54.47
2024-06-27,Partner,49.81
2024-06-28,Organic,545.6
2024-06-28,Google,178.37
2024-06-28,LinkedIn,93.44
2024-06-28,Facebook,927.97
2024-06-28,Referral,505.06
2024-06-28,Email,327.46
2024-06-28,Direct,50.61
2024-06-28,Partner,314.5
2024-06-29,Organic,1140.45
2024-06-29,Google,741.55
2024-06-29,LinkedIn,150.19
2024-06-29,Facebook,425.83
2024-06-29,Referral,93.48
2024-06-29,Email,74.73
2024-06-29,Direct,84.6
2024-06-29,Partner,32.21
2024-06-30,Organic,362.53
2024-06-30,Google,142.29
2024-06-30,LinkedIn,91.67
2024-06-30,Facebook,815.76
2024-06-30,Referral,526.81
2024-06-30,Email,63.51
2024-06-30,Direct,420.45
2024-06-30,Partner,19.85
2024-07-01,Organic,1284.36
2024-07-01,Google,731.73
2024-07-01,LinkedIn,345.1
2024-07-01,Facebook,249.39
2024-07-01,Referral,56.18
2024-07-01,Email,59.17
2024-07-01,Direct,115.2
2024-07-01,Partner,48.53
2024-07-02,Organic,778.05
2024-07-02,Google,658.42
2024-07-02,LinkedIn,157.84
2024-07-02,Facebook,508.86
2024-07-02,Referral,105.95
2024-07-02,Email,93.18
2024-07-02,Direct,78.54
2024-07-02,Partner,216.7
2024-07-03,Organic,545.39
2024-07-03,Google,531.05
2024-07-03,LinkedIn,31.71
2024-07-03,Facebook,475.6
2024-07-03,Referral,535.98
2024-07-03,Email,203.27
2024-07-03,Direct,281.56
2024-07-03,Partner,73.54
2024-07-04,Organic,592.05
2024-07-04,Google,513.92
2024-07-04,LinkedIn,234.56
2024-07-04,Facebook,220.2
2024-07-04,Referral,60.53
2024-07-04,Email,56.29
2024-07-04,Direct,247.46
2024-07-04,Partner,132.68
2024-07-05,Organic,714.46
2024-07-05,Google,592.45
2024-07-05,LinkedIn,129.57
2024-07-05,Facebook,433.76
2024-07-05,Referral,14.93
2024-07-05,Email,209.62
2024-07-05,Direct,144.43
2024-07-05,Partner,200.24
2024-07-06,Organic,1058.31
2024-07-06,Google,533.66
2024-07-06,LinkedIn,130.44
2024-07-06,Facebook,776.98
2024-07-06,Referral,33.83
2024-07-06,Email,182.26
2024-07-06,Direct,316.96
2024-07-06,Partner,585.82
2024-07-07,Organic,971.43
2024-07-07,Google,238.25
2024-07-07,LinkedIn,159.6
2024-07-07,Facebook,258.89
2024-07-07,Referral,8.56
2024-07-07,Email,20.8
2024-07-07,Direct,133.71
2024-07-07,Partner,43.38
2024-07-08,Organic,254.11
2024-07-08,Google,606.25
2024-07-08,LinkedIn,75.64
2024-07-08,Facebook,494.12
2024-07-08,Referral,118.38
2024-07-08,Email,31.91
2024-07-08,Direct,201.53
2024-07-08,Partner,19.28
2024-07-09,Organic,598.11
2024-07-09,Google,224.44
2024-07-09,LinkedIn,357.59
2024-07-09,Facebook,93.78
2024-07-09,Referral,30.28
2024-07-09,Email,114.22
2024-07-09,Direct,195.01
2024-07-09,Partner,351.47
2024-07-10,Organic,1431.55
2024-07-10,Google,468.91
2024-07-10,LinkedIn,32.75
2024-07-10,Facebook,500.2
2024-07-10,Referral,161.25
2024-07-10,Email,42.53
2024-07-10,Direct,579.34
2024-07-10,Partner,54.64
2024-07-11,Organic,788.7
2024-07-11,Google,206.21
2024-07-11,LinkedIn,43.0
2024-07-11,Facebook,327.97
2024-07-11,Referral,318.88
2024-07-11,Email,33.52
2024-07-11,Direct,439.57
2024-07-11,Partner,224.23
2024-07-12,Organic,160.77
2024-07-12,Google,545.56
2024-07-12,LinkedIn,114.81
2024-07-12,Facebook,259.02
2024-07-12,Referral,190.74
2024-07-12,Email,195.03
2024-07-12,Direct,147.81
2024-07-12,Partner,489.04
2024-07-13,Organic,608.62
2024-07-13,Google,970.87
2024-07-13,LinkedIn,323.63
2024-07-13,Facebook,246.83
2024-07-13,Referral,237.17
2024-07-13,Email,385.97
2024-07-13,Direct,205.16
2024-07-13,Partner,326.91
2024-07-14,Organic,1045.51
2024-07-14,Google,458.14
2024-07-14,LinkedIn,51.65
2024-07-14,Facebook,1086.25
2024-07-14,Referral,49.22
2024-07-14,Email,81.34
2024-07-14,Direct,109.79
2024-07-14,Partner,25.61
2024-07-15,Organic,224.25
2024-07-15,Google,365.63
2024-07-15,LinkedIn,330.69
2024-07-15,Facebook,107.2
2024-07-15,Referral,48.26
2024-07-15,Email,48.24
2024-07-15,Direct,107.5
2024-07-15,Partner,314.1
2024-07-16,Organic,1106.18
2024-07-16,Google,506.7
2024-07-16,LinkedIn,254.44
2024-07-16,Facebook,154.21
2024-07-16,Referral,94.91
2024-07-16,Email,40.74
2024-07-16,Direct,218.41
2024-07-16,Partner,142.5
2024-07-17,Organic,1320.94
2024-07-17,Google,623.47
2024-07-17,LinkedIn,454.42
2024-07-17,Facebook,767.95
2024-07-17,Referral,249.26
2024-07-17,Email,252.61
2024-07-17,Direct,75.42
2024-07-17,Partner,68.77
2024-07-18,Organic,1075.25
2024-07-18,Google,1145.49
2024-07-18,LinkedIn,484.35
2024-07-18,Facebook,270.71
2024-07-18,Referral,98.63
2024-07-18,Email,170.77
2024-07-18,Direct,100.43
2024-07-18,Partner,194.84
2024-07-19,Organic,697.58
2024-07-19,Google,723.06
2024-07-19,LinkedIn,377.39
2024-07-19,Facebook,334.21
2024-07-19,Referral,281.9
2024-07-19,Email,137.81
2024-07-19,Direct,56.03
2024-07-19,Partner,60.86
2024-07-20,Organic,1223.85
2024-07-20,Google,298.53
2024-07-20,LinkedIn,746.71
2024-07-20,Facebook,126.75
2024-07-20,Referral,38.73
2024-07-20,Email,47.18
2024-07-20,Direct,134.02
2024-07-20,Partner,51.5
2024-07-21,Organic,1035.88
2024-07-21,Google,832.79
2024-07-21,LinkedIn,256.63
2024-07-21,Facebook,438.39
2024-07-21,Referral,225.31
2024-07-21,Email,13.61
2024-07-21,Direct,97.68
2024-07-21,Partner,128.43
2024-07-22,Organic,390.45
2024-07-22,Google,528.88
2024-07-22,LinkedIn,579.11
2024-07-22,Facebook,384.61
2024-07-22,Referral,76.51
2024-07-22,Email,194.99
2024-07-22,Direct,50.76
2024-07-22,Partner,34.01
2024-07-23,Organic,914.06
2024-07-23,Google,804.38
2024-07-23,LinkedIn,228.68
2024-07-23,Facebook,355.18
2024-07-23,Referral,216.97
2024-07-23,Email,44.29
2024-07-23,Direct,230.26
2024-07-23,Partner,12.19
2024-07-24,Organic,1402.6
2024-07-24,Google,661.6
2024-07-24,LinkedIn,323.13
2024-07-24,Facebook,667.01
2024-07-24,Referral,166.59
2024-07-24,Email,101.82
2024-07-24,Direct,319.23
2024-07-24,Partner,111.1
2024-07-25,Organic,594.26
2024-07-25,Google,420.1
2024-07-25,LinkedIn,46.06
2024-07-25,Facebook,331.67
2024-07-25,Referral,180.91
2024-07-25,Email,128.86
2024-07-25,Direct,57.23
2024-07-25,Partner,47.2
2024-07-26,Organic,572.48
2024-07-26,Google,146.49
2024-07-26,LinkedIn,241.24
2024-07-26,Facebook,516.98
2024-07-26,Referral,65.79
2024-07-26,Email,155.77
2024-07-26,Direct,575.79
2024-07-26,Partner,133.23
2024-07-27,Organic,884.42
2024-07-27,Google,1049.62
2024-07-27,LinkedIn,450.68
2024-07-27,Facebook,662.34
2024-07-27,Referral,238.35
2024-07-27,Email,111.01
2024-07-27,Direct,53.61
2024-07-27,Partner,83.72
2024-07-28,Organic,592.19
2024-07-28,Google,268.2
2024-07-28,LinkedIn,109.07
2024-07-28,Facebook,953.54
2024-07-28,Referral,383.65
2024-07-28,Email,55.95
2024-07-28,Direct,57.73
2024-07-28,Partner,30.2
2024-07-29,Organic,285.19
2024-07-29,Google,117.36
2024-07-29,LinkedIn,259.04
2024-07-29,Facebook,96.94
2024-07-29,Referral,207.24
2024-07-29,Email,376.42
2024-07-29,Direct,208.04
2024-07-29,Partner,330.66
2024-07-30,Organic,771.66
2024-07-30,Google,162.99
2024-07-30,LinkedIn,74.16
2024-07-30,Facebook,485.44
2024-07-30,Referral,109.63
2024-07-30,Email,169.73
2024-07-30,Direct,105.36
2024-07-30,Partner,58.63
2024-07-31,Organic,510.55
2024-07-31,Google,786.53
2024-07-31,LinkedIn,73.39
2024-07-31,Facebook,242.33
2024-07-31,Referral,353.37
2024-07-31,Email,41.85
2024-07-31,Direct,685.78
2024-07-31,Partner,12.61
2024-08-01,Organic,661.6
2024-08-01,Google,950.77
2024-08-01,LinkedIn,121.87
2024-08-01,Facebook,822.71
2024-08-01,Referral,702.74
2024-08-01,Email,56.26
2024-08-01,Direct,306.75
2024-08-01,Partner,14.34
2024-08-02,Organic,534.42
2024-08-02,Google,747.66
2024-08-02,LinkedIn,199.99
2024-08-02,Facebook,310.77
2024-08-02,Referral,53.57
2024-08-02,Email,195.37
2024-08-02,Direct,563.49
2024-08-02,Partner,130.19
2024-08-03,Organic,404.91
2024-08-03,Google,520.12
2024-08-03,LinkedIn,274.26
2024-08-03,Facebook,228.89
2024-08-03,Referral,199.91
2024-08-03,Email,424.19
2024-08-03,Direct,408.33
2024-08-03,Partner,23.85
2024-08-04,Organic,434.79
2024-08-04,Google,532.82
2024-08-04,LinkedIn,236.98
2024-08-04,Facebook,545.26
2024-08-04,Referral,179.52
2024-08-04,Email,51.66
2024-08-04,Direct,12.02
2024-08-04,Partner,192.42
2024-08-05,Organic,674.22
2024-08-05,Google,840.86
2024-08-05,LinkedIn,227.93
2024-08-05,Facebook,275.78
2024-08-05,Referral,58.28
2024-08-05,Email,190.29
2024-08-05,Direct,148.19
2024-08-05,Partner,49.76
2024-08-06,Organic,896.4
2024-08-06,Google,792.15
2024-08-06,LinkedIn,28.72
2024-08-06,Facebook,159.75
2024-08-06,Referral,88.06
2024-08-06,Email,157.27
2024-08-06,Direct,230.1
2024-08-06,Partner,362.14
2024-08-07,Organic,419.32
2024-08-07,Google,251.84
2024-08-07,LinkedIn,175.01
2024-08-07,Facebook,776.77
2024-08-07,Referral,62.36
2024-08-07,Email,69.33
2024-08-07,Direct,475.25
2024-08-07,Partner,455.72
2024-08-08,Organic,833.44
2024-08-08,Google,489.82
2024-08-08,LinkedIn,227.12
2024-08-08,Facebook,619.41
2024-08-08,Referral,351.41
2024-08-08,Email,277.97
2024-08-08,Direct,67.19
2024-08-08,Partner,287.2
2024-08-09,Organic,134.31
2024-08-09,Google,264.82
2024-08-09,LinkedIn,283.66
2024-08-09,Facebook,110.62
2024-08-09,Referral,20.35
2024-08-09,Email,55.57
2024-08-09,Direct,138.38
2024-08-09,Partner,16.02
2024-08-10,Organic,586.49
2024-08-10,Google,940.19
2024-08-10,LinkedIn,44.02
2024-08-10,Facebook,755.24
2024-08-10,Referral,58.71
2024-08-10,Email,339.72
2024-08-10,Direct,345.01
2024-08-10,Partner,69.35
2024-08-11,Organic,200.59
2024-08-11,Google,312.16
2024-08-11,LinkedIn,78.29
2024-08-11,Facebook,241.53
2024-08-11,Referral,62.4
2024-08-11,Email,95.16
2024-08-11,Direct,309.9
2024-08-11,Partner,42.1
2024-08-12,Organic,1354.12
2024-08-12,Google,137.29
2024-08-12,LinkedIn,467.57
2024-08-12,Facebook,164.09
2024-08-12,Referral,332.04
2024-08-12,Email,221.87
2024-08-12,Direct,115.15
2024-08-12,Partner,169.71
2024-08-13,Organic,1097.92
2024-08-13,Google,632.62
2024-08-13,LinkedIn,208.37
2024-08-13,Facebook,162.09
2024-08-13,Referral,115.2
2024-08-13,Email,116.48
2024-08-13,Direct,32.04
2024-08-13,Partner,275.25
2024-08-14,Organic,512.81
2024-08-14,Google,527.28
2024-08-14,LinkedIn,26.86
2024-08-14,Facebook,147.39
2024-08-14,Referral,14.29
2024-08-14,Email,75.51
2024-08-14,Direct,248.24
2024-08-14,Partner,21.72
2024-08-15,Organic,1002.77
2024-08-15,Google,1139.17
2024-08-15,LinkedIn,102.28
2024-08-15,Facebook,529.83
2024-08-15,Referral,24.85
2024-08-15,Email,106.54
2024-08-15,Direct,416.57
2024-08-15,Partner,33.69
2024-08-16,Organic,1503.34
2024-08-16,Google,1014.85
2024-08-16,LinkedIn,63.04
2024-08-16,Facebook,471.26
