date,channel,onboarded
2024-05-11,Partner,4
2024-05-12,Organic,43
2024-05-12,Google,25
2024-05-12,LinkedIn,10
2024-05-12,Facebook,11
2024-05-12,Referral,31
2024-05-12,Email,5
2024-05-12,Direct,15
2024-05-12,Partner,4
2024-05-13,Organic,44
2024-05-13,Google,32
2024-05-13,LinkedIn,34
2024-05-13,Facebook,15
2024-05-13,Referral,9
2024-05-13,Email,3
2024-05-13,Direct,9
2024-05-13,Partner,4
2024-05-14,Organic,48
2024-05-14,Google,32
2024-05-14,LinkedIn,3
2024-05-14,Facebook,13
2024-05-14,Referral,13
2024-05-14,Email,4
2024-05-14,Direct,7
2024-05-14,Partner,9
2024-05-15,Organic,41
2024-05-15,Google,27
2024-05-15,LinkedIn,16
2024-05-15,Facebook,11
2024-05-15,Referral,10
2024-05-15,Email,2
2024-05-15,Direct,4
2024-05-15,Partner,27
2024-05-16,Organic,58
2024-05-16,Google,25
2024-05-16,LinkedIn,23
2024-05-16,Facebook,20
2024-05-16,Referral,23
2024-05-16,Email,21
2024-05-16,Direct,1
2024-05-16,Partner,14
2024-05-17,Organic,50
2024-05-17,Google,21
2024-05-17,LinkedIn,13
2024-05-17,Facebook,10
2024-05-17,Referral,3
2024-05-17,Email,8
2024-05-17,Direct,3
2024-05-17,Partner,27
2024-05-18,Organic,45
2024-05-18,Google,22
2024-05-18,LinkedIn,3
2024-05-18,Facebook,14
2024-05-18,Referral,34
2024-05-18,Email,2
2024-05-18,Direct,4
2024-05-18,Partner,4
2024-05-19,Organic,42
2024-05-19,Google,35
2024-05-19,LinkedIn,6
2024-05-19,Facebook,18
2024-05-19,Referral,35
2024-05-19,Email,8
2024-05-19,Direct,12
2024-05-19,Partner,12
2024-05-20,Organic,58
2024-05-20,Google,21
2024-05-20,LinkedIn,11
2024-05-20,Facebook,6
2024-05-20,Referral,12
2024-05-20,Email,11
2024-05-20,Direct,3
2024-05-20,Partner,4
2024-05-21,Organic,46
2024-05-21,Google,27
2024-05-21,LinkedIn,5
2024-05-21,Facebook,13
2024-05-21,Referral,4
2024-05-21,Email,14
2024-05-21,Direct,14
2024-05-21,Partner,24
2024-05-22,Organic,43
2024-05-22,Google,28
2024-05-22,LinkedIn,3
2024-05-22,Facebook,16
2024-05-22,Referral,34
2024-05-22,Email,5
2024-05-22,Direct,2
2024-05-22,Partner,4
2024-05-23,Organic,50
2024-05-23,Google,31
2024-05-23,LinkedIn,20
2024-05-23,Facebook,5
2024-05-23,Referral,13
2024-05-23,Email,7
2024-05-23,Direct,3
2024-05-23,Partner,15
2024-05-24,Organic,43
2024-05-24,Google,28
2024-05-24,LinkedIn,9
2024-05-24,Facebook,15
2024-05-24,Referral,15
2024-05-24,Email,2
2024-05-24,Direct,13
2024-05-24,Partner,4
2024-05-25,Organic,44
2024-05-25,Google,42
2024-05-25,LinkedIn,17
2024-05-25,Facebook,14
2024-05-25,Referral,11
2024-05-25,Email,13
2024-05-25,Direct,3
2024-05-25,Partner,4
2024-05-26,Organic,30
2024-05-26,Google,20
2024-05-26,LinkedIn,5
2024-05-26,Facebook,8
2024-05-26,Referral,32
2024-05-26,Email,6
2024-05-26,Direct,7
2024-05-26,Partner,10
2024-05-27,Organic,50
2024-05-27,Google,13
2024-05-27,LinkedIn,25
2024-05-27,Facebook,16
2024-05-27,Referral,9
2024-05-27,Email,2
2024-05-27,Direct,9
2024-05-27,Partner,34
2024-05-28,Organic,52
2024-05-28,Google,32
2024-05-28,LinkedIn,32
2024-05-28,Facebook,15
2024-05-28,Referral,27
2024-05-28,Email,22
2024-05-28,Direct,6
2024-05-28,Partner,16
2024-05-29,Organic,41
2024-05-29,Google,28
2024-05-29,LinkedIn,17
2024-05-29,Facebook,12
2024-05-29,Referral,18
2024-05-29,Email,21
2024-05-29,Direct,7
2024-05-29,Partner,17
2024-05-30,Organic,42
2024-05-30,Google,26
2024-05-30,LinkedIn,21
2024-05-30,Facebook,12
2024-05-30,Referral,22
2024-05-30,Email,12
2024-05-30,Direct,1
2024-05-30,Partner,23
2024-05-31,Organic,36
2024-05-31,Google,44
2024-05-31,LinkedIn,16
2024-05-31,Facebook,20
2024-05-31,Referral,24
2024-05-31,Email,7
2024-05-31,Direct,1
2024-05-31,Partner,4
2024-06-01,Organic,58
2024-06-01,Google,28
2024-06-01,LinkedIn,29
2024-06-01,Facebook,10
2024-06-01,Referral,13
2024-06-01,Email,2
2024-06-01,Direct,10
2024-06-01,Partner,4
2024-06-02,Organic,44
2024-06-02,Google,33
2024-06-02,LinkedIn,10
2024-06-02,Facebook,12
2024-06-02,Referral,7
2024-06-02,Email,12
2024-06-02,Direct,10
2024-06-02,Partner,4
2024-06-03,Organic,46
2024-06-03,Google,17
2024-06-03,LinkedIn,3
2024-06-03,Facebook,12
2024-06-03,Referral,39
2024-06-03,Email,11
2024-06-03,Direct,6
2024-06-03,Partner,18
2024-06-04,Organic,52
2024-06-04,Google,27
2024-06-04,LinkedIn,3
2024-06-04,Facebook,16
2024-06-04,Referral,18
2024-06-04,Email,16
2024-06-04,Direct,3
2024-06-04,Partner,22
2024-06-05,Organic,36
2024-06-05,Google,24
2024-06-05,LinkedIn,34
2024-06-05,Facebook,6
2024-06-05,Referral,10
2024-06-05,Email,11
2024-06-05,Direct,8
2024-06-05,Partner,25
2024-06-06,Organic,34
2024-06-06,Google,24
2024-06-06,LinkedIn,14
2024-06-06,Facebook,11
2024-06-06,Referral,16
2024-06-06,Email,8
2024-06-06,Direct,5
2024-06-06,Partner,4
2024-06-07,Organic,48
2024-06-07,Google,24
2024-06-07,LinkedIn,6
2024-06-07,Facebook,5
2024-06-07,Referral,35
2024-06-07,Email,12
2024-06-07,Direct,7
2024-06-07,Partner,4
2024-06-08,Organic,51
2024-06-08,Google,24
2024-06-08,LinkedIn,31
2024-06-08,Facebook,13
2024-06-08,Referral,14
2024-06-08,Email,10
2024-06-08,Direct,9
2024-06-08,Partner,4
2024-06-09,Organic,37
2024-06-09,Google,17
2024-06-09,LinkedIn,28
2024-06-09,Facebook,9
2024-06-09,Referral,3
2024-06-09,Email,7
2024-06-09,Direct,3
2024-06-09,Partner,22
2024-06-10,Organic,34
2024-06-10,Google,41
2024-06-10,LinkedIn,18
2024-06-10,Facebook,5
2024-06-10,Referral,3
2024-06-10,Email,4
2024-06-10,Direct,9
2024-06-10,Partner,4
2024-06-11,Organic,57
2024-06-11,Google,27
2024-06-11,LinkedIn,19
2024-06-11,Facebook,15
2024-06-11,Referral,34
2024-06-11,Email,4
2024-06-11,Direct,6
2024-06-11,Partner,6
2024-06-12,Organic,41
2024-06-12,Google,20
2024-06-12,LinkedIn,30
2024-06-12,Facebook,10
2024-06-12,Referral,27
2024-06-12,Email,8
2024-06-12,Direct,13
2024-06-12,Partner,8
2024-06-13,Organic,39
2024-06-13,Google,31
2024-06-13,LinkedIn,11
2024-06-13,Facebook,9
2024-06-13,Referral,16
2024-06-13,Email,21
2024-06-13,Direct,13
2024-06-13,Partner,29
2024-06-14,Organic,42
2024-06-14,Google,36
2024-06-14,LinkedIn,31
2024-06-14,Facebook,6
2024-06-14,Referral,15
2024-06-14,Email,5
2024-06-14,Direct,7
2024-06-14,Partner,4
2024-06-15,Organic,36
2024-06-15,Google,32
2024-06-15,LinkedIn,20
2024-06-15,Facebook,12
2024-06-15,Referral,22
2024-06-15,Email,2
2024-06-15,Direct,19
2024-06-15,Partner,12
2024-06-16,Organic,30
2024-06-16,Google,25
2024-06-16,LinkedIn,3
2024-06-16,Facebook,15
2024-06-16,Referral,18
2024-06-16,Email,2
2024-06-16,Direct,9
2024-06-16,Partner,6
2024-06-17,Organic,40
2024-06-17,Google,31
2024-06-17,LinkedIn,16
2024-06-17,Facebook,17
2024-06-17,Referral,12
2024-06-17,Email,2
2024-06-17,Direct,24
2024-06-17,Partner,13
2024-06-18,Organic,47
2024-06-18,Google,37
2024-06-18,LinkedIn,33
2024-06-18,Facebook,18
2024-06-18,Referral,14
2024-06-18,Email,7
2024-06-18,Direct,4
2024-06-18,Partner,4
2024-06-19,Organic,52
2024-06-19,Google,36
2024-06-19,LinkedIn,17
2024-06-19,Facebook,15
2024-06-19,Referral,12
2024-06-19,Email,12
2024-06-19,Direct,7
2024-06-19,Partner,24
2024-06-20,Organic,40
2024-06-20,Google,25
2024-06-20,LinkedIn,4
2024-06-20,Facebook,7
2024-06-20,Referral,30
2024-06-20,Email,12
2024-06-20,Direct,14
2024-06-20,Partner,15
2024-06-21,Organic,51
2024-06-21,Google,24
2024-06-21,LinkedIn,3
2024-06-21,Facebook,18
2024-06-21,Referral,20
2024-06-21,Email,2
2024-06-21,Direct,1
2024-06-21,Partner,18
2024-06-22,Organic,27
2024-06-22,Google,20
2024-06-22,LinkedIn,3
2024-06-22,Facebook,12
2024-06-22,Referral,34
2024-06-22,Email,12
2024-06-22,Direct,17
2024-06-22,Partner,5
2024-06-23,Organic,40
2024-06-23,Google,36
2024-06-23,LinkedIn,17
2024-06-23,Facebook,10
2024-06-23,Referral,26
2024-06-23,Email,18
2024-06-23,Direct,11
2024-06-23,Partner,5
2024-06-24,Organic,37
2024-06-24,Google,29
2024-06-24,LinkedIn,29
2024-06-24,Facebook,12
2024-06-24,Referral,14
2024-06-24,Email,5
2024-06-24,Direct,18
2024-06-24,Partner,4
2024-06-25,Organic,56
2024-06-25,Google,23
2024-06-25,LinkedIn,11
2024-06-25,Facebook,12
2024-06-25,Referral,15
2024-06-25,Email,8
2024-06-25,Direct,10
2024-06-25,Partner,4
2024-06-26,Organic,53
2024-06-26,Google,24
2024-06-26,LinkedIn,5
2024-06-26,Facebook,6
2024-06-26,Referral,19
2024-06-26,Email,2
2024-06-26,Direct,9
2024-06-26,Partner,4
2024-06-27,Organic,39
2024-06-27,Google,31
2024-06-27,LinkedIn,17
2024-06-27,Facebook,12
2024-06-27,Referral,10
2024-06-27,Email,2
2024-06-27,Direct,9
2024-06-27,Partner,4
2024-06-28,Organic,28
2024-06-28,Google,9
2024-06-28,LinkedIn,27
2024-06-28,Facebook,19
2024-06-28,Referral,37
2024-06-28,Email,12
2024-06-28,Direct,4
2024-06-28,Partner,18
2024-06-29,Organic,37
2024-06-29,Google,28
2024-06-29,LinkedIn,23
2024-06-29,Facebook,8
2024-06-29,Referral,4
2024-06-29,Email,2
2024-06-29,Direct,4
2024-06-29,Partner,4
2024-06-30,Organic,50
2024-06-30,Google,32
2024-06-30,LinkedIn,20
2024-06-30,Facebook,16
2024-06-30,Referral,24
2024-06-30,Email,8
2024-06-30,Direct,12
2024-06-30,Partner,4
2024-07-01,Organic,61
2024-07-01,Google,36
2024-07-01,LinkedIn,18
2024-07-01,Facebook,12
2024-07-01,Referral,14
2024-07-01,Email,2
2024-07-01,Direct,11
2024-07-01,Partner,4
2024-07-02,Organic,37
2024-07-02,Google,28
2024-07-02,LinkedIn,36
2024-07-02,Facebook,12
2024-07-02,Referral,21
2024-07-02,Email,4
2024-07-02,Direct,5
2024-07-02,Partner,13
2024-07-03,Organic,36
2024-07-03,Google,30
2024-07-03,LinkedIn,3
2024-07-03,Facebook,11
2024-07-03,Referral,27
2024-07-03,Email,8
2024-07-03,Direct,13
2024-07-03,Partner,4
2024-07-04,Organic,37
2024-07-04,Google,24
2024-07-04,LinkedIn,29
2024-07-04,Facebook,7
2024-07-04,Referral,22
2024-07-04,Email,2
2024-07-04,Direct,7
2024-07-04,Partner,15
2024-07-05,Organic,42
2024-07-05,Google,27
2024-07-05,LinkedIn,18
2024-07-05,Facebook,16
2024-07-05,Referral,3
2024-07-05,Email,8
2024-07-05,Direct,5
2024-07-05,Partner,14
2024-07-06,Organic,50
2024-07-06,Google,18
2024-07-06,LinkedIn,11
2024-07-06,Facebook,15
2024-07-06,Referral,9
2024-07-06,Email,8
2024-07-06,Direct,8
2024-07-06,Partner,36
2024-07-07,Organic,45
2024-07-07,Google,19
2024-07-07,LinkedIn,20
2024-07-07,Facebook,17
2024-07-07,Referral,3
2024-07-07,Email,3
2024-07-07,Direct,3
2024-07-07,Partner,14
2024-07-08,Organic,45
2024-07-08,Google,32
2024-07-08,LinkedIn,17
2024-07-08,Facebook,10
2024-07-08,Referral,11
2024-07-08,Email,2
2024-07-08,Direct,9
2024-07-08,Partner,4
2024-07-09,Organic,41
2024-07-09,Google,21
2024-07-09,LinkedIn,28
2024-07-09,Facebook,16
2024-07-09,Referral,3
2024-07-09,Email,6
2024-07-09,Direct,8
2024-07-09,Partner,23
2024-07-10,Organic,49
2024-07-10,Google,26
2024-07-10,LinkedIn,3
2024-07-10,Facebook,16
2024-07-10,Referral,14
2024-07-10,Email,3
2024-07-10,Direct,14
2024-07-10,Partner,4
2024-07-11,Organic,51
2024-07-11,Google,24
2024-07-11,LinkedIn,3
2024-07-11,Facebook,6
2024-07-11,Referral,18
2024-07-11,Email,6
2024-07-11,Direct,26
2024-07-11,Partner,18
2024-07-12,Organic,39
2024-07-12,Google,28
2024-07-12,LinkedIn,16
2024-07-12,Facebook,6
2024-07-12,Referral,17
2024-07-12,Email,9
2024-07-12,Direct,7
2024-07-12,Partner,29
2024-07-13,Organic,59
2024-07-13,Google,33
2024-07-13,LinkedIn,22
2024-07-13,Facebook,7
2024-07-13,Referral,17
2024-07-13,Email,15
2024-07-13,Direct,7
2024-07-13,Partner,25
2024-07-14,Organic,39
2024-07-14,Google,16
2024-07-14,LinkedIn,21
2024-07-14,Facebook,22
2024-07-14,Referral,9
2024-07-14,Email,3
2024-07-14,Direct,14
2024-07-14,Partner,4
2024-07-15,Organic,43
2024-07-15,Google,17
2024-07-15,LinkedIn,22
2024-07-15,Facebook,16
2024-07-15,Referral,3
2024-07-15,Email,3
2024-07-15,Direct,3
2024-07-15,Partner,19
2024-07-16,Organic,38
2024-07-16,Google,28
2024-07-16,LinkedIn,22
2024-07-16,Facebook,14
2024-07-16,Referral,4
2024-07-16,Email,2
2024-07-16,Direct,7
2024-07-16,Partner,7
2024-07-17,Organic,44
2024-07-17,Google,20
2024-07-17,LinkedIn,24
2024-07-17,Facebook,16
2024-07-17,Referral,19
2024-07-17,Email,12
2024-07-17,Direct,6
2024-07-17,Partner,4
2024-07-18,Organic,41
2024-07-18,Google,35
2024-07-18,LinkedIn,27
2024-07-18,Facebook,7
2024-07-18,Referral,6
2024-07-18,Email,8
2024-07-18,Direct,24
2024-07-18,Partner,18
2024-07-19,Organic,36
2024-07-19,Google,24
2024-07-19,LinkedIn,32
2024-07-19,Facebook,9
2024-07-19,Referral,22
2024-07-19,Email,6
2024-07-19,Direct,1
2024-07-19,Partner,4
2024-07-20,Organic,51
2024-07-20,Google,26
2024-07-20,LinkedIn,39
2024-07-20,Facebook,3
2024-07-20,Referral,9
2024-07-20,Email,12
2024-07-20,Direct,6
2024-07-20,Partner,4
2024-07-21,Organic,41
2024-07-21,Google,31
2024-07-21,LinkedIn,22
2024-07-21,Facebook,9
2024-07-21,Referral,32
2024-07-21,Email,2
2024-07-21,Direct,14
2024-07-21,Partner,15
2024-07-22,Organic,32
2024-07-22,Google,25
2024-07-22,LinkedIn,32
2024-07-22,Facebook,9
2024-07-22,Referral,24
2024-07-22,Email,11
2024-07-22,Direct,10
2024-07-22,Partner,16
2024-07-23,Organic,36
2024-07-23,Google,32
2024-07-23,LinkedIn,27
2024-07-23,Facebook,18
2024-07-23,Referral,10
2024-07-23,Email,2
2024-07-23,Direct,7
2024-07-23,Partner,6
2024-07-24,Organic,50
2024-07-24,Google,30
2024-07-24,LinkedIn,30
2024-07-24,Facebook,13
2024-07-24,Referral,28
2024-07-24,Email,16
2024-07-24,Direct,15
2024-07-24,Partner,12
2024-07-25,Organic,31
2024-07-25,Google,24
2024-07-25,LinkedIn,9
2024-07-25,Facebook,11
2024-07-25,Referral,19
2024-07-25,Email,5
2024-07-25,Direct,1
2024-07-25,Partner,4
2024-07-26,Organic,48
2024-07-26,Google,4
2024-07-26,LinkedIn,32
2024-07-26,Facebook,14
2024-07-26,Referral,14
2024-07-26,Email,8
2024-07-26,Direct,17
2024-07-26,Partner,12
2024-07-27,Organic,51
2024-07-27,Google,32
2024-07-27,LinkedIn,23
2024-07-27,Facebook,15
2024-07-27,Referral,23
2024-07-27,Email,4
2024-07-27,Direct,1
2024-07-27,Partner,22
2024-07-28,Organic,50
2024-07-28,Google,25
2024-07-28,LinkedIn,28
2024-07-28,Facebook,20
2024-07-28,Referral,19
2024-07-28,Email,5
2024-07-28,Direct,3
2024-07-28,Partner,4
2024-07-29,Organic,33
2024-07-29,Google,26
2024-07-29,LinkedIn,13
2024-07-29,Facebook,4
2024-07-29,Referral,16
2024-07-29,Email,25
2024-07-29,Direct,10
2024-07-29,Partner,28
2024-07-30,Organic,46
2024-07-30,Google,31
2024-07-30,LinkedIn,8
2024-07-30,Facebook,10
2024-07-30,Referral,35
2024-07-30,Email,17
2024-07-30,Direct,5
2024-07-30,Partner,6
2024-07-31,Organic,43
2024-07-31,Google,39
2024-07-31,LinkedIn,11
2024-07-31,Facebook,15
2024-07-31,Referral,21
2024-07-31,Email,2
2024-07-31,Direct,19
2024-07-31,Partner,4
2024-08-01,Organic,27
2024-08-01,Google,39
2024-08-01,LinkedIn,12
2024-08-01,Facebook,17
2024-08-01,Referral,33
2024-08-01,Email,15
2024-08-01,Direct,17
2024-08-01,Partner,4
2024-08-02,Organic,49
2024-08-02,Google,24
2024-08-02,LinkedIn,26
2024-08-02,Facebook,9
2024-08-02,Referral,22
2024-08-02,Email,20
2024-08-02,Direct,15
2024-08-02,Partner,7
2024-08-03,Organic,55
2024-08-03,Google,20
2024-08-03,LinkedIn,16
2024-08-03,Facebook,8
2024-08-03,Referral,14
2024-08-03,Email,16
2024-08-03,Direct,20
2024-08-03,Partner,4
2024-08-04,Organic,42
2024-08-04,Google,28
2024-08-04,LinkedIn,31
2024-08-04,Facebook,20
2024-08-04,Referral,12
2024-08-04,Email,2
2024-08-04,Direct,1
2024-08-04,Partner,18
2024-08-05,Organic,46
2024-08-05,Google,30
2024-08-05,LinkedIn,21
2024-08-05,Facebook,11
2024-08-05,Referral,3
2024-08-05,Email,7
2024-08-05,Direct,10
2024-08-05,Partner,4
2024-08-06,Organic,41
2024-08-06,Google,25
2024-08-06,LinkedIn,3
2024-08-06,Facebook,19
2024-08-06,Referral,26
2024-08-06,Email,16
2024-08-06,Direct,7
2024-08-06,Partner,21
2024-08-07,Organic,44
2024-08-07,Google,19
2024-08-07,LinkedIn,19
2024-08-07,Facebook,16
2024-08-07,Referral,3
2024-08-07,Email,8
2024-08-07,Direct,13
2024-08-07,Partner,27
2024-08-08,Organic,53
2024-08-08,Google,25
2024-08-08,LinkedIn,22
2024-08-08,Facebook,13
2024-08-08,Referral,37
2024-08-08,Email,20
2024-08-08,Direct,7
2024-08-08,Partner,20
2024-08-09,Organic,30
2024-08-09,Google,30
2024-08-09,LinkedIn,15
2024-08-09,Facebook,15
2024-08-09,Referral,3
2024-08-09,Email,4
2024-08-09,Direct,6
2024-08-09,Partner,4
2024-08-10,Organic,51
2024-08-10,Google,27
2024-08-10,LinkedIn,3
2024-08-10,Facebook,15
2024-08-10,Referral,15
2024-08-10,Email,12
2024-08-10,Direct,10
2024-08-10,Partner,8
2024-08-11,Organic,50
2024-08-11,Google,24
2024-08-11,LinkedIn,18
2024-08-11,Facebook,15
2024-08-11,Referral,3
2024-08-11,Email,4
2024-08-11,Direct,9
2024-08-11,Partner,4
2024-08-12,Organic,54
2024-08-12,Google,35
2024-08-12,LinkedIn,23
2024-08-12,Facebook,10
2024-08-12,Referral,27
2024-08-12,Email,8
2024-08-12,Direct,15
2024-08-12,Partner,28
2024-08-13,Organic,50
2024-08-13,Google,21
2024-08-13,LinkedIn,10
2024-08-13,Facebook,12
2024-08-13,Referral,23
2024-08-13,Email,12
2024-08-13,Direct,1
2024-08-13,Partner,28
2024-08-14,Organic,32
2024-08-14,Google,40
2024-08-14,LinkedIn,7
2024-08-14,Facebook,10
2024-08-14,Referral,3
2024-08-14,Email,4
2024-08-14,Direct,7
2024-08-14,Partner,4
2024-08-15,Organic,41
2024-08-15,Google,38
2024-08-15,LinkedIn,8
2024-08-15,Facebook,14
2024-08-15,Referral,3
2024-08-15,Email,4
2024-08-15,Direct,15
2024-08-15,Partner,5
2024-08-16,Organic,56
2024-08-16,Google,33
2024-08-16,LinkedIn,17
2024-08-16,Facebook,12
2024-08-16,Referral,6
2024-08-16,Email,12
2024-08-16,Direct,8
2024-08-16,Partner,17
2024-08-17,Organic,35
2024-08-17,Google,34
2024-08-17,LinkedIn,31
2024-08-17,Facebook,15
2024-08-17,Referral,43
2024-08-17,Email,10
2024-08-17,Direct,1
2024-08-17,Partner,19
2024-08-18,Organic,39
2024-08-18,Google,36
2024-08-18,LinkedIn,26
2024-08-18,Facebook,10
2024-08-18,Referral,7
2024-08-18,Email,25
2024-08-18,Direct,10
2024-08-18,Partner,4
2024-08-19,Organic,45
2024-08-19,Google,32
2024-08-19,LinkedIn,29
2024-08-19,Facebook,18
2024-08-19,Referral,31
2024-08-19,Email,3
2024-08-19,Direct,6
2024-08-19,Partner,24
2024-08-20,Organic,46
2024-08-20,Google,32
2024-08-20,LinkedIn,19
2024-08-20,Facebook,11
2024-08-20,Referral,18
2024-08-20,Email,4
2024-08-20,Direct,8
2024-08-20,Partner,30
2024-08-21,Organic,40
2024-08-21,Google,29
2024-08-21,LinkedIn,26
2024-08-21,Facebook,18
2024-08-21,Referral,17
2024-08-21,Email,16
2024-08-21,Direct,10
2024-08-21,Partner,7
2024-08-22,Organic,41
2024-08-22,Google,36
2024-08-22,LinkedIn,18
2024-08-22,Facebook,16
2024-08-22,Referral,4
2024-08-22,Email,2
2024-08-22,Direct,10
2024-08-22,Partner,15
2024-08-23,Organic,49
2024-08-23,Google,36
2024-08-23,LinkedIn,10
2024-08-23,Facebook,4
2024-08-23,Referral,18
2024-08-23,Email,8
2024-08-23,Direct,7
2024-08-23,Partner,33
2024-08-24,Organic,39
2024-08-24,Google,30
2024-08-24,LinkedIn,4
2024-08-24,Facebook,15
2024-08-24,Referral,13
2024-08-24,Email,2
2024-08-24,Direct,13
2024-08-24,Partner,11
2024-08-25,Organic,33
2024-08-25,Google,36
2024-08-25,LinkedIn,30
2024-08-25,Facebook,10
2024-08-25,Referral,3
2024-08-25,Email,6
2024-08-25,Direct,20
2024-08-25,Partner,4
2024-08-26,Organic,49
2024-08-26,Google,31
2024-08-26,LinkedIn,3
2024-08-26,Facebook,11
2024-08-26,Referral,3
2024-08-26,Email,2
2024-08-26,Direct,1
2024-08-26,Partner,4
2024-08-27,Organic,25
2024-08-27,Google,23
2024-08-27,LinkedIn,3
2024-08-27,Facebook,16
2024-08-27,Referral,23
2024-08-27,Email,11
2024-08-27,Direct,1
2024-08-27,Partner,4
2024-08-28,Organic,60
2024-08-28,Google,40
2024-08-28,LinkedIn,42
2024-08-28,Facebook,4
2024-08-28,Referral,4
2024-08-28,Email,5
2024-08-28,Direct,8
2024-08-28,Partner,12
2024-08-29,Organic,39
2024-08-29,Google,28
2024-08-29,LinkedIn,11
2024-08-29,Facebook,13
2024-08-29,Referral,33
2024-08-29,Email,2
2024-08-29,Direct,5
2024-08-29,Partner,16
2024-08-30,Organic,44
2024-08-30,Google,21
2024-08-30,LinkedIn,6
2024-08-30,Facebook,12
2024-08-30,Referral,9
2024-08-30,Email,8
2024-08-30,Direct,4
2024-08-30,Partner,5
2024-08-31,Organic,50
2024-08-31,Google,27
2024-08-31,LinkedIn,5
2024-08-31,Facebook,5
2024-08-31,Referral,3
2024-08-31,Email,6
2024-08-31,Direct,3
2024-08-31,Partner,4
2024-09-01,Organic,36
2024-09-01,Google,36
2024-09-01,LinkedIn,28
2024-09-01,Facebook,8
2024-09-01,Referral,26
2024-09-01,Email,13
2024-09-01,Direct,14
2024-09-01,Partner,4
2024-09-02,Organic,53
2024-09-02,Google,20
2024-09-02,LinkedIn,10
2024-09-02,Facebook,13
2024-09-02,Referral,14
2024-09-02,Email,6
2024-09-02,Direct,1
2024-09-02,Partner,24
2024-09-03,Organic,49
2024-09-03,Google,24
2024-09-03,LinkedIn,4
2024-09-03,Facebook,9
2024-09-03,Referral,11
2024-09-03,Email,4
2024-09-03,Direct,4
2024-09-03,Partner,4
2024-09-04,Organic,42
2024-09-04,Google,33
2024-09-04,LinkedIn,3
2024-09-04,Facebook,15
2024-09-04,Referral,14
2024-09-04,Email,4
2024-09-04,Direct,8
2024-09-04,Partner,8
2024-09-05,Organic,56
2024-09-05,Google,41
2024-09-05,LinkedIn,3
2024-09-05,Facebook,14
2024-09-05,Referral,13
2024-09-05,Email,12
2024-09-05,Direct,12
2024-09-05,Partner,4
2024-09-06,Organic,27
2024-09-06,Google,26
2024-09-06,LinkedIn,23
2024-09-06,Facebook,15
2024-09-06,Referral,10
2024-09-06,Email,3
2024-09-06,Direct,2
2024-09-06,Partner,4
2024-09-07,Organic,54
2024-09-07,Google,25
2024-09-07,LinkedIn,21
2024-09-07,Facebook,15
2024-09-07,Referral,10
2024-09-07,Email,2
2024-09-07,Direct,1
2024-09-07,Partner,11
2024-09-08,Organic,50
2024-09-08,Google,32
2024-09-08,LinkedIn,3
2024-09-08,Facebook,9
2024-09-08,Referral,21
2024-09-08,Email,15
2024-09-08,Direct,2
2024-09-08,Partner,4
2024-09-09,Organic,34
2024-09-09,Google,38
2024-09-09,LinkedIn,21
2024-09-09,Facebook,16
2024-09-09,Referral,24
2024-09-09,Email,12
2024-09-09,Direct,12
2024-09-09,Partner,15
2024-09-10,Organic,50
2024-09-10,Google,21
2024-09-10,LinkedIn,3
2024-09-10,Facebook,18
2024-09-10,Referral,19
2024-09-10,Email,12
2024-09-10,Direct,8
2024-09-10,Partner,24
2024-09-11,Organic,43
2024-09-11,Google,33
2024-09-11,LinkedIn,42
2024-09-11,Facebook,11
2024-09-11,Referral,18
2024-09-11,Email,2
2024-09-11,Direct,17
2024-09-11,Partner,11
2024-09-12,Organic,47
2024-09-12,Google,39
2024-09-12,LinkedIn,3
2024-09-12,Facebook,13
2024-09-12,Referral,7
2024-09-12,Email,9
2024-09-12,Direct,1
2024-09-12,Partner,23
2024-09-13,Organic,41
2024-09-13,Google,35
2024-09-13,LinkedIn,22
2024-09-13,Facebook,12
2024-09-13,Referral,9
2024-09-13,Email,12
2024-09-13,Direct,14
2024-09-13,Partner,4
2024-09-14,Organic,41
2024-09-14,Google,18
2024-09-14,LinkedIn,24
2024-09-14,Facebook,6
2024-09-14,Referral,9
2024-09-14,Email,23
2024-09-14,Direct,14
2024-09-14,Partner,4
2024-09-15,Organic,50
2024-09-15,Google,36
2024-09-15,LinkedIn,3
2024-09-15,Facebook,9
2024-09-15,Referral,12
2024-09-15,Email,10
2024-09-15,Direct,10
2024-09-15,Partner,24
2024-09-16,Organic,49
2024-09-16,Google,29
2024-09-16,LinkedIn,14
2024-09-16,Facebook,8
2024-09-16,Referral,8
2024-09-16,Email,10
2024-09-16,Direct,17
2024-09-16,Partner,13
2024-09-17,Organic,45
2024-09-17,Google,35
2024-09-17,LinkedIn,22
2024-09-17,Facebook,15
2024-09-17,Referral,3
2024-09-17,Email,15
2024-09-17,Direct,14
2024-09-17,Partner,18
2024-09-18,Organic,43
2024-09-18,Google,32
2024-09-18,LinkedIn,11
2024-09-18,Facebook,8
2024-09-18,Referral,11
2024-09-18,Email,10
2024-09-18,Direct,18
2024-09-18,Partner,24
2024-09-19,Organic,43
2024-09-19,Google,28
2024-09-19,LinkedIn,26
2024-09-19,Facebook,7
2024-09-19,Referral,27
2024-09-19,Email,8
2024-09-19,Direct,1
2024-09-19,Partner,6
2024-09-20,Organic,44
2024-09-20,Google,32
2024-09-20,LinkedIn,3
2024-09-20,Facebook,21
2024-09-20,Referral,3
2024-09-20,Email,4
