user_id,signup_date,channel,device,country,plan_type,last_stage,stage_order,converted_paid,monthly_revenue
724,2024-02-21,direct,mobile,USA,professional,visited_site,1,0,0
725,2025-11-26,referral,desktop,UK,enterprise,signed_up,2,0,0
726,2025-09-02,referral,desktop,Canada,starter,started_trial,6,0,0
727,2025-07-07,paid_ads,desktop,Brazil,professional,visited_site,1,0,0
728,2024-10-04,organic_search,tablet,USA,starter,completed_profile,4,0,0
729,2025-04-21,social_media,desktop,India,starter,visited_site,1,0,0
730,2025-12-04,organic_search,desktop,UK,professional,started_trial,6,0,0
731,2025-10-20,referral,mobile,Canada,starter,converted_paid,7,1,10
732,2024-12-05,organic_search,desktop,UK,professional,visited_site,1,0,0
733,2025-04-05,social_media,desktop,India,professional,completed_onboard,3,0,0
734,2024-05-09,direct,tablet,India,starter,completed_onboard,3,0,0
735,2024-06-02,social_media,desktop,Brazil,starter,visited_site,1,0,0
736,2025-08-05,social_media,mobile,Germany,starter,visited_site,1,0,0
737,2024-04-12,referral,mobile,Australia,starter,completed_onboard,3,0,0
738,2025-11-12,social_media,mobile,Germany,professional,completed_onboard,3,0,0
739,2024-10-10,paid_ads,tablet,UK,professional,visited_site,1,0,0
740,2024-09-27,organic_search,desktop,Australia,starter,signed_up,2,0,0
741,2025-06-20,organic_search,desktop,USA,professional,visited_site,1,0,0
742,2024-05-09,social_media,desktop,India,starter,completed_profile,4,0,0
743,2024-04-03,paid_ads,desktop,Australia,starter,signed_up,2,0,0
744,2024-09-30,organic_search,mobile,UK,enterprise,visited_site,1,0,0
745,2024-06-05,social_media,desktop,UK,starter,visited_site,1,0,0
746,2024-09-21,organic_search,tablet,Australia,professional,visited_site,1,0,0
747,2025-11-16,organic_search,desktop,USA,enterprise,completed_onboard,3,0,0
748,2024-09-29,direct,desktop,UK,starter,visited_site,1,0,0
749,2025-10-27,organic_search,desktop,India,professional,visited_site,1,0,0
750,2025-02-11,paid_ads,mobile,Brazil,professional,visited_site,1,0,0
751,2025-03-17,referral,desktop,USA,starter,visited_site,1,0,0
752,2024-11-29,paid_ads,desktop,Germany,starter,visited_site,1,0,0
753,2025-07-28,paid_ads,desktop,India,professional,visited_site,1,0,0
754,2025-07-14,organic_search,mobile,India,professional,visited_site,1,0,0
755,2024-10-08,referral,mobile,Germany,starter,visited_site,1,0,0
756,2024-10-02,paid_ads,desktop,USA,starter,activated_feature,5,0,0
757,2024-12-04,social_media,mobile,Australia,professional,visited_site,1,0,0
758,2025-01-07,organic_search,mobile,USA,enterprise,completed_onboard,3,0,0
759,2025-09-10,paid_ads,desktop,Canada,starter,visited_site,1,0,0
760,2025-08-03,organic_search,desktop,Germany,starter,visited_site,1,0,0
761,2025-04-16,social_media,mobile,Germany,starter,activated_feature,5,0,0
762,2025-10-18,social_media,desktop,India,professional,completed_profile,4,0,0
763,2024-03-25,social_media,mobile,UK,starter,signed_up,2,0,0
764,2025-01-26,social_media,tablet,Australia,enterprise,visited_site,1,0,0
765,2025-10-12,organic_search,desktop,USA,starter,visited_site,1,0,0
766,2025-04-04,organic_search,mobile,Australia,starter,visited_site,1,0,0
767,2024-05-14,paid_ads,mobile,Australia,professional,completed_onboard,3,0,0
768,2025-03-21,organic_search,mobile,Canada,enterprise,signed_up,2,0,0
769,2024-09-04,organic_search,mobile,Australia,starter,signed_up,2,0,0
770,2024-12-17,organic_search,desktop,UK,starter,visited_site,1,0,0
771,2024-01-25,referral,desktop,India,professional,visited_site,1,0,0
772,2025-06-13,organic_search,desktop,USA,professional,completed_profile,4,0,0
773,2024-03-28,organic_search,desktop,Germany,enterprise,signed_up,2,0,0
774,2024-07-12,social_media,mobile,USA,starter,visited_site,1,0,0
775,2024-10-01,direct,mobile,Germany,professional,signed_up,2,0,0
776,2025-06-13,organic_search,desktop,USA,starter,visited_site,1,0,0
777,2025-11-28,referral,mobile,UK,starter,signed_up,2,0,0
778,2024-09-14,paid_ads,desktop,USA,enterprise,visited_site,1,0,0
779,2024-11-24,organic_search,desktop,Canada,starter,signed_up,2,0,0
780,2025-11-23,paid_ads,mobile,Germany,enterprise,visited_site,1,0,0
781,2024-12-20,organic_search,mobile,UK,professional,visited_site,1,0,0
782,2025-02-24,organic_search,desktop,Australia,starter,signed_up,2,0,0
783,2025-04-05,direct,desktop,India,starter,visited_site,1,0,0
784,2025-02-12,organic_search,desktop,Australia,starter,visited_site,1,0,0
785,2025-11-24,organic_search,desktop,India,starter,visited_site,1,0,0
786,2024-12-30,social_media,desktop,Brazil,starter,visited_site,1,0,0
787,2024-07-18,social_media,desktop,Brazil,starter,signed_up,2,0,0
788,2024-10-07,direct,tablet,USA,starter,activated_feature,5,0,0
789,2025-05-24,paid_ads,desktop,Germany,professional,visited_site,1,0,0
790,2025-03-04,organic_search,desktop,Australia,starter,visited_site,1,0,0
791,2025-01-02,organic_search,desktop,Brazil,starter,completed_onboard,3,0,0
792,2024-05-11,direct,mobile,UK,professional,completed_onboard,3,0,0
793,2024-09-03,social_media,desktop,UK,starter,visited_site,1,0,0
794,2025-12-28,social_media,mobile,Australia,starter,visited_site,1,0,0
795,2025-04-08,paid_ads,desktop,UK,professional,visited_site,1,0,0
796,2025-05-17,paid_ads,desktop,Brazil,professional,signed_up,2,0,0
797,2025-11-28,paid_ads,desktop,USA,professional,visited_site,1,0,0
798,2024-05-24,referral,mobile,USA,enterprise,visited_site,1,0,0
799,2024-12-30,paid_ads,mobile,India,starter,completed_onboard,3,0,0
800,2024-02-24,organic_search,desktop,USA,starter,visited_site,1,0,0
801,2024-12-23,direct,desktop,USA,enterprise,visited_site,1,0,0
802,2024-03-18,paid_ads,mobile,UK,starter,visited_site,1,0,0
803,2025-11-03,organic_search,desktop,USA,professional,started_trial,6,0,0
804,2025-09-11,organic_search,mobile,UK,professional,visited_site,1,0,0
805,2024-05-06,paid_ads,mobile,Canada,starter,visited_site,1,0,0
806,2025-05-31,organic_search,tablet,USA,professional,visited_site,1,0,0
807,2024-07-11,organic_search,mobile,India,starter,visited_site,1,0,0
808,2024-08-24,paid_ads,mobile,India,starter,visited_site,1,0,0
809,2024-07-16,paid_ads,desktop,India,starter,signed_up,2,0,0
810,2024-07-29,organic_search,mobile,Canada,starter,visited_site,1,0,0
811,2024-10-09,social_media,mobile,Germany,enterprise,visited_site,1,0,0
812,2025-01-07,organic_search,desktop,Germany,professional,visited_site,1,0,0
813,2024-10-11,direct,desktop,Canada,starter,completed_profile,4,0,0
814,2024-07-28,organic_search,mobile,Germany,professional,visited_site,1,0,0
815,2025-11-30,paid_ads,mobile,USA,starter,completed_onboard,3,0,0
816,2024-05-25,social_media,mobile,India,professional,started_trial,6,0,0
817,2024-03-22,referral,desktop,Germany,professional,visited_site,1,0,0
818,2025-05-08,referral,mobile,Germany,starter,completed_profile,4,0,0
819,2024-06-15,organic_search,mobile,UK,professional,visited_site,1,0,0
820,2024-10-05,direct,desktop,India,professional,visited_site,1,0,0
821,2024-12-16,organic_search,desktop,USA,professional,signed_up,2,0,0
822,2025-10-19,paid_ads,desktop,USA,starter,visited_site,1,0,0
823,2025-04-23,social_media,mobile,Germany,professional,visited_site,1,0,0
824,2024-02-14,referral,desktop,UK,starter,visited_site,1,0,0
825,2025-02-19,social_media,desktop,Canada,starter,visited_site,1,0,0
826,2025-06-12,organic_search,desktop,Brazil,starter,converted_paid,7,1,28
827,2025-06-19,organic_search,desktop,Germany,starter,visited_site,1,0,0
828,2025-04-23,referral,mobile,India,starter,signed_up,2,0,0
829,2025-02-23,organic_search,desktop,USA,professional,signed_up,2,0,0
830,2024-12-13,organic_search,desktop,Germany,starter,visited_site,1,0,0
831,2024-03-24,social_media,mobile,India,professional,completed_onboard,3,0,0
832,2024-12-18,referral,desktop,USA,professional,visited_site,1,0,0
833,2024-04-26,paid_ads,desktop,UK,starter,completed_onboard,3,0,0
834,2025-04-08,paid_ads,mobile,UK,starter,converted_paid,7,1,20
835,2025-10-03,organic_search,tablet,Canada,professional,signed_up,2,0,0
836,2024-02-18,referral,mobile,India,starter,visited_site,1,0,0
837,2025-01-07,social_media,desktop,UK,starter,visited_site,1,0,0
838,2024-10-26,referral,desktop,India,starter,visited_site,1,0,0
839,2024-12-15,social_media,desktop,USA,starter,visited_site,1,0,0
840,2024-07-07,social_media,desktop,Canada,starter,signed_up,2,0,0
841,2025-07-18,organic_search,desktop,USA,starter,completed_profile,4,0,0
842,2024-06-27,referral,mobile,USA,professional,signed_up,2,0,0
843,2025-03-17,paid_ads,desktop,Australia,professional,visited_site,1,0,0
844,2024-05-02,organic_search,desktop,India,starter,completed_onboard,3,0,0
845,2025-04-30,social_media,desktop,Germany,enterprise,visited_site,1,0,0
846,2025-08-03,paid_ads,desktop,USA,starter,visited_site,1,0,0
847,2025-05-09,referral,desktop,Australia,enterprise,completed_onboard,3,0,0
848,2024-12-11,direct,desktop,UK,starter,visited_site,1,0,0
849,2024-09-13,social_media,desktop,India,starter,visited_site,1,0,0
850,2024-05-28,organic_search,desktop,Germany,enterprise,visited_site,1,0,0
851,2025-03-31,referral,mobile,UK,professional,signed_up,2,0,0
852,2025-03-23,organic_search,mobile,USA,starter,visited_site,1,0,0
853,2024-09-27,social_media,mobile,Germany,professional,visited_site,1,0,0
854,2025-02-28,social_media,mobile,Australia,enterprise,completed_onboard,3,0,0
855,2024-08-12,referral,desktop,USA,professional,visited_site,1,0,0
856,2024-08-07,paid_ads,desktop,Brazil,enterprise,visited_site,1,0,0
857,2025-06-20,social_media,mobile,Canada,professional,signed_up,2,0,0
858,2025-05-20,social_media,mobile,USA,professional,activated_feature,5,0,0
859,2024-07-30,social_media,mobile,Germany,starter,visited_site,1,0,0
860,2025-05-09,social_media,desktop,Brazil,starter,visited_site,1,0,0
861,2025-06-19,social_media,mobile,USA,professional,completed_profile,4,0,0
862,2025-12-05,paid_ads,tablet,USA,professional,completed_onboard,3,0,0
863,2025-04-26,social_media,desktop,India,starter,visited_site,1,0,0
864,2024-01-07,organic_search,desktop,UK,starter,visited_site,1,0,0
865,2025-10-05,referral,desktop,Brazil,starter,visited_site,1,0,0
866,2025-06-30,paid_ads,mobile,USA,professional,visited_site,1,0,0
867,2025-07-30,organic_search,desktop,USA,starter,visited_site,1,0,0
868,2024-12-21,organic_search,desktop,UK,professional,visited_site,1,0,0
869,2025-06-17,organic_search,tablet,Canada,starter,visited_site,1,0,0
870,2025-07-14,organic_search,desktop,USA,starter,started_trial,6,0,0
871,2025-05-09,organic_search,mobile,Germany,enterprise,visited_site,1,0,0
872,2025-01-22,referral,desktop,USA,enterprise,visited_site,1,0,0
873,2024-04-15,social_media,desktop,India,starter,visited_site,1,0,0
874,2024-04-09,paid_ads,tablet,Brazil,starter,visited_site,1,0,0
875,2024-11-30,referral,desktop,USA,starter,completed_onboard,3,0,0
876,2025-09-17,paid_ads,mobile,USA,professional,signed_up,2,0,0
877,2024-11-08,paid_ads,desktop,USA,enterprise,signed_up,2,0,0
878,2024-04-07,organic_search,desktop,Germany,enterprise,visited_site,1,0,0
879,2025-11-27,social_media,desktop,Brazil,enterprise,activated_feature,5,0,0
880,2025-11-21,organic_search,desktop,India,starter,visited_site,1,0,0
881,2025-09-13,organic_search,tablet,Canada,starter,activated_feature,5,0,0
882,2024-10-12,paid_ads,desktop,Germany,enterprise,signed_up,2,0,0
883,2024-05-05,organic_search,desktop,UK,enterprise,visited_site,1,0,0
884,2025-04-28,referral,desktop,India,enterprise,visited_site,1,0,0
885,2025-11-29,social_media,mobile,India,starter,completed_onboard,3,0,0
886,2024-11-24,paid_ads,desktop,USA,professional,visited_site,1,0,0
887,2025-07-05,organic_search,mobile,Germany,starter,signed_up,2,0,0
888,2025-11-30,social_media,desktop,UK,starter,visited_site,1,0,0
889,2025-06-21,social_media,desktop,Australia,starter,visited_site,1,0,0
890,2024-05-12,organic_search,desktop,India,starter,visited_site,1,0,0
891,2024-04-26,organic_search,mobile,Germany,starter,visited_site,1,0,0
892,2025-02-25,social_media,desktop,Brazil,starter,visited_site,1,0,0
893,2025-02-28,organic_search,mobile,Canada,starter,visited_site,1,0,0
894,2024-05-29,paid_ads,desktop,UK,starter,visited_site,1,0,0
895,2025-03-30,paid_ads,desktop,Brazil,professional,visited_site,1,0,0
896,2024-08-13,organic_search,tablet,UK,starter,completed_profile,4,0,0
897,2025-03-07,social_media,desktop,UK,starter,visited_site,1,0,0
898,2025-10-12,social_media,mobile,India,starter,visited_site,1,0,0
899,2025-06-07,organic_search,desktop,Brazil,starter,visited_site,1,0,0
900,2024-12-21,organic_search,desktop,USA,enterprise,visited_site,1,0,0
901,2025-12-20,direct,mobile,Canada,professional,completed_onboard,3,0,0
902,2024-08-19,referral,tablet,India,starter,signed_up,2,0,0
903,2025-01-27,organic_search,desktop,Australia,professional,signed_up,2,0,0
904,2025-01-13,social_media,desktop,USA,professional,activated_feature,5,0,0
905,2024-06-06,organic_search,tablet,Canada,professional,signed_up,2,0,0
906,2025-11-03,organic_search,tablet,USA,professional,visited_site,1,0,0
907,2025-01-11,organic_search,desktop,Brazil,professional,visited_site,1,0,0
908,2025-01-23,organic_search,mobile,Brazil,professional,visited_site,1,0,0
909,2025-06-20,direct,tablet,Germany,professional,visited_site,1,0,0
910,2024-01-13,paid_ads,mobile,UK,starter,visited_site,1,0,0
911,2024-07-23,organic_search,mobile,USA,professional,visited_site,1,0,0
912,2024-06-09,organic_search,desktop,Germany,enterprise,signed_up,2,0,0
913,2025-07-04,organic_search,mobile,UK,starter,visited_site,1,0,0
914,2025-05-12,direct,tablet,Australia,starter,visited_site,1,0,0
915,2024-11-20,organic_search,mobile,Brazil,enterprise,visited_site,1,0,0
916,2024-03-30,organic_search,mobile,Canada,starter,visited_site,1,0,0
917,2024-03-19,organic_search,desktop,UK,starter,visited_site,1,0,0
918,2025-02-01,paid_ads,mobile,Brazil,professional,visited_site,1,0,0
919,2025-03-21,paid_ads,mobile,Australia,starter,visited_site,1,0,0
920,2024-01-17,referral,mobile,India,starter,visited_site,1,0,0
921,2024-07-20,referral,tablet,Germany,professional,visited_site,1,0,0
922,2025-08-14,social_media,desktop,Australia,starter,visited_site,1,0,0
923,2024-08-15,social_media,mobile,India,starter,signed_up,2,0,0
924,2025-10-10,organic_search,desktop,UK,starter,visited_site,1,0,0
925,2024-07-16,social_media,desktop,India,professional,signed_up,2,0,0
926,2025-12-11,referral,mobile,UK,professional,visited_site,1,0,0
927,2025-05-16,paid_ads,mobile,India,enterprise,started_trial,6,0,0
928,2024-05-16,social_media,desktop,USA,starter,visited_site,1,0,0
929,2025-03-08,social_media,tablet,India,professional,completed_profile,4,0,0
930,2025-09-17,social_media,mobile,India,starter,completed_onboard,3,0,0
931,2024-06-14,organic_search,desktop,Germany,professional,visited_site,1,0,0
932,2024-08-16,social_media,mobile,UK,starter,signed_up,2,0,0
933,2025-01-29,social_media,desktop,USA,starter,visited_site,1,0,0
934,2024-06-19,paid_ads,mobile,USA,starter,completed_onboard,3,0,0
935,2024-03-09,direct,mobile,UK,enterprise,signed_up,2,0,0
936,2024-08-13,organic_search,desktop,India,enterprise,started_trial,6,0,0
937,2025-04-24,referral,desktop,Canada,professional,signed_up,2,0,0
938,2025-01-05,organic_search,tablet,USA,professional,visited_site,1,0,0
939,2025-12-15,organic_search,desktop,USA,starter,signed_up,2,0,0
940,2025-01-14,social_media,desktop,Brazil,starter,visited_site,1,0,0
941,2024-02-11,organic_search,mobile,UK,starter,visited_site,1,0,0
942,2024-08-24,organic_search,desktop,India,starter,visited_site,1,0,0
943,2024-01-07,social_media,desktop,Brazil,starter,activated_feature,5,0,0
944,2025-04-30,social_media,desktop,India,starter,visited_site,1,0,0
945,2025-01-01,direct,mobile,India,professional,visited_site,1,0,0
946,2025-12-01,paid_ads,mobile,Germany,professional,visited_site,1,0,0
947,2024-02-10,organic_search,desktop,Australia,professional,visited_site,1,0,0
948,2024-04-28,organic_search,mobile,Australia,starter,visited_site,1,0,0
949,2025-09-26,organic_search,desktop,USA,starter,signed_up,2,0,0
950,2025-04-03,referral,desktop,USA,enterprise,signed_up,2,0,0
951,2025-01-13,referral,desktop,Canada,starter,visited_site,1,0,0
952,2024-07-01,paid_ads,tablet,USA,professional,visited_site,1,0,0
953,2025-04-24,social_media,mobile,Germany,professional,visited_site,1,0,0
954,2025-07-22,social_media,mobile,USA,professional,visited_site,1,0,0
955,2024-11-05,organic_search,desktop,Australia,enterprise,visited_site,1,0,0
956,2024-10-28,referral,mobile,India,starter,visited_site,1,0,0
957,2025-02-24,organic_search,mobile,USA,professional,signed_up,2,0,0
958,2024-01-09,paid_ads,desktop,UK,professional,completed_onboard,3,0,0
959,2024-04-24,organic_search,desktop,UK,starter,signed_up,2,0,0
960,2024-07-13,paid_ads,mobile,India,starter,signed_up,2,0,0
961,2024-06-12,social_media,mobile,USA,enterprise,visited_site,1,0,0
962,2025-02-18,paid_ads,desktop,Australia,starter,activated_feature,5,0,0
963,2025-03-15,social_media,mobile,Canada,enterprise,visited_site,1,0,0
964,2025-07-27,paid_ads,mobile,USA,professional,signed_up,2,0,0
965,2024-10-18,direct,mobile,UK,enterprise,visited_site,1,0,0
966,2025-10-16,referral,tablet,UK,professional,signed_up,2,0,0
967,2024-09-26,organic_search,mobile,Canada,professional,signed_up,2,0,0
968,2024-12-28,organic_search,desktop,Australia,professional,visited_site,1,0,0
969,2025-02-25,organic_search,desktop,Germany,professional,visited_site,1,0,0
970,2025-01-26,paid_ads,tablet,India,professional,visited_site,1,0,0
971,2025-07-29,paid_ads,mobile,Germany,enterprise,activated_feature,5,0,0
972,2025-05-18,referral,desktop,Canada,starter,visited_site,1,0,0
973,2025-08-30,organic_search,desktop,India,professional,started_trial,6,0,0
974,2024-06-11,referral,mobile,UK,enterprise,visited_site,1,0,0
975,2024-04-05,organic_search,mobile,USA,professional,visited_site,1,0,0
976,2025-05-15,paid_ads,desktop,Australia,starter,visited_site,1,0,0
977,2025-11-21,social_media,mobile,UK,starter,activated_feature,5,0,0
978,2025-09-26,organic_search,desktop,Brazil,professional,visited_site,1,0,0
979,2025-10-08,paid_ads,mobile,Brazil,starter,signed_up,2,0,0
980,2024-05-07,organic_search,mobile,USA,professional,visited_site,1,0,0
981,2024-08-15,social_media,tablet,India,professional,completed_profile,4,0,0
982,2025-11-17,social_media,desktop,India,professional,visited_site,1,0,0
983,2025-08-16,direct,mobile,USA,professional,signed_up,2,0,0
984,2025-05-26,paid_ads,desktop,Brazil,starter,completed_onboard,3,0,0
985,2024-10-19,social_media,mobile,India,starter,signed_up,2,0,0
986,2024-11-22,referral,desktop,USA,professional,visited_site,1,0,0
987,2024-08-07,organic_search,desktop,USA,starter,visited_site,1,0,0
988,2025-01-30,referral,mobile,Germany,starter,visited_site,1,0,0
989,2024-12-24,organic_search,desktop,Canada,professional,visited_site,1,0,0
990,2024-01-16,direct,desktop,USA,starter,visited_site,1,0,0
991,2024-10-23,social_media,tablet,Australia,professional,completed_onboard,3,0,0
992,2025-10-30,referral,tablet,USA,starter,signed_up,2,0,0
993,2025-07-26,organic_search,mobile,Germany,enterprise,visited_site,1,0,0
994,2025-06-13,organic_search,desktop,USA,professional,visited_site,1,0,0
995,2025-10-18,social_media,mobile,India,starter,converted_paid,7,1,10
996,2025-04-29,paid_ads,desktop,India,professional,visited_site,1,0,0
997,2024-02-15,organic_search,mobile,UK,starter,signed_up,2,0,0
998,2025-04-17,social_media,tablet,India,starter,visited_site,1,0,0
999,2024-04-22,social_media,tablet,Canada,professional,visited_site,1,0,0
1000,2024-05-31,paid_ads,desktop,USA,professional,visited_site,1,0,0
1001,2024-01-12,social_media,mobile,UK,starter,visited_site,1,0,0
1002,2025-03-23,organic_search,tablet,UK,professional,visited_site,1,0,0
1003,2024-08-03,referral,mobile,USA,starter,visited_site,1,0,0
1004,2025-03-09,social_media,desktop,USA,professional,signed_up,2,0,0
1005,2024-06-24,social_media,desktop,India,professional,visited_site,1,0,0
1006,2025-12-16,paid_ads,mobile,Australia,professional,visited_site,1,0,0
1007,2024-05-20,organic_search,desktop,Australia,starter,visited_site,1,0,0
1008,2025-11-30,paid_ads,mobile,India,enterprise,visited_site,1,0,0
1009,2024-03-11,social_media,desktop,Germany,professional,started_trial,6,0,0
1010,2024-02-12,organic_search,desktop,India,starter,visited_site,1,0,0
1011,2025-04-11,organic_search,desktop,USA,starter,visited_site,1,0,0
1012,2024-03-22,organic_search,mobile,Canada,professional,signed_up,2,0,0
1013,2024-11-06,social_media,desktop,Germany,enterprise,signed_up,2,0,0
1014,2024-11-16,referral,mobile,India,professional,visited_site,1,0,0
1015,2025-12-16,organic_search,mobile,India,professional,started_trial,6,0,0
1016,2024-02-25,social_media,mobile,UK,professional,visited_site,1,0,0
1017,2025-10-02,social_media,desktop,India,starter,completed_profile,4,0,0
1018,2025-12-16,direct,mobile,Germany,enterprise,completed_onboard,3,0,0
1019,2025-05-01,organic_search,desktop,USA,professional,completed_profile,4,0,0
1020,2024-08-26,referral,desktop,UK,starter,completed_onboard,3,0,0
1021,2025-08-23,paid_ads,desktop,Brazil,starter,signed_up,2,0,0
1022,2024-07-19,organic_search,mobile,India,starter,visited_site,1,0,0
1023,2025-11-30,paid_ads,mobile,UK,enterprise,visited_site,1,0,0
1024,2024-08-02,social_media,tablet,Australia,starter,visited_site,1,0,0
1025,2024-07-09,organic_search,desktop,India,professional,visited_site,1,0,0
1026,2024-03-02,paid_ads,desktop,UK,professional,signed_up,2,0,0
1027,2025-03-21,referral,tablet,USA,enterprise,completed_onboard,3,0,0
1028,2024-07-06,organic_search,mobile,Australia,starter,started_trial,6,0,0
1029,2024-12-19,social_media,mobile,Brazil,professional,visited_site,1,0,0
1030,2025-06-23,paid_ads,desktop,USA,starter,visited_site,1,0,0
1031,2025-05-09,direct,desktop,USA,professional,started_trial,6,0,0
1032,2025-07-13,direct,mobile,UK,starter,completed_onboard,3,0,0
1033,2024-09-21,paid_ads,desktop,USA,enterprise,visited_site,1,0,0
1034,2024-05-09,referral,mobile,Brazil,professional,visited_site,1,0,0
1035,2025-06-10,organic_search,mobile,USA,enterprise,signed_up,2,0,0
1036,2025-01-13,paid_ads,tablet,Canada,starter,visited_site,1,0,0
1037,2024-12-19,social_media,desktop,UK,professional,visited_site,1,0,0
1038,2025-03-20,organic_search,tablet,USA,starter,visited_site,1,0,0
1039,2024-06-27,paid_ads,mobile,India,starter,visited_site,1,0,0
1040,2024-05-07,organic_search,desktop,Germany,starter,visited_site,1,0,0
1041,2025-12-29,paid_ads,desktop,Canada,professional,completed_onboard,3,0,0
1042,2025-11-24,organic_search,mobile,Brazil,professional,signed_up,2,0,0
1043,2025-01-12,organic_search,desktop,UK,starter,visited_site,1,0,0
1044,2024-05-17,organic_search,mobile,USA,starter,visited_site,1,0,0
1045,2024-11-26,organic_search,tablet,USA,professional,visited_site,1,0,0
1046,2024-11-05,paid_ads,tablet,Brazil,starter,visited_site,1,0,0
1047,2024-09-09,organic_search,desktop,Australia,professional,visited_site,1,0,0
1048,2025-05-13,organic_search,desktop,Germany,starter,completed_onboard,3,0,0
1049,2024-02-22,paid_ads,tablet,USA,starter,visited_site,1,0,0
1050,2024-02-16,organic_search,desktop,India,enterprise,visited_site,1,0,0
1051,2025-10-12,referral,mobile,USA,enterprise,visited_site,1,0,0
1052,2025-09-05,organic_search,desktop,Germany,professional,visited_site,1,0,0
1053,2024-03-17,social_media,mobile,USA,starter,visited_site,1,0,0
1054,2024-05-21,organic_search,mobile,UK,starter,visited_site,1,0,0
1055,2025-09-15,social_media,desktop,UK,professional,completed_onboard,3,0,0
1056,2025-08-18,social_media,desktop,Canada,starter,visited_site,1,0,0
1057,2024-11-02,paid_ads,mobile,Germany,professional,visited_site,1,0,0
1058,2025-12-18,organic_search,tablet,Brazil,enterprise,visited_site,1,0,0
1059,2024-09-05,referral,mobile,India,starter,signed_up,2,0,0
1060,2024-11-08,paid_ads,desktop,Australia,professional,visited_site,1,0,0
1061,2024-03-01,social_media,mobile,Australia,starter,completed_onboard,3,0,0
1062,2025-12-22,paid_ads,desktop,USA,enterprise,completed_profile,4,0,0
1063,2025-09-16,paid_ads,desktop,Germany,professional,signed_up,2,0,0
1064,2024-03-16,paid_ads,mobile,India,starter,visited_site,1,0,0
1065,2024-01-23,social_media,desktop,USA,starter,visited_site,1,0,0
1066,2025-07-03,paid_ads,mobile,USA,starter,signed_up,2,0,0
1067,2025-12-19,social_media,desktop,Canada,professional,visited_site,1,0,0
1068,2025-06-05,organic_search,tablet,India,starter,visited_site,1,0,0
1069,2025-08-28,organic_search,mobile,UK,enterprise,visited_site,1,0,0
1070,2024-11-15,paid_ads,mobile,Germany,professional,visited_site,1,0,0
1071,2024-01-14,organic_search,tablet,USA,professional,visited_site,1,0,0
1072,2024-10-05,organic_search,desktop,Canada,professional,visited_site,1,0,0
1073,2024-12-11,organic_search,desktop,Canada,starter,visited_site,1,0,0
1074,2024-05-31,referral,tablet,UK,professional,visited_site,1,0,0
1075,2025-12-27,paid_ads,desktop,India,starter,visited_site,1,0,0
1076,2024-11-16,paid_ads,desktop,Germany,starter,visited_site,1,0,0
1077,2025-08-22,organic_search,tablet,Canada,professional,converted_paid,7,1,59
1078,2024-01-28,social_media,desktop,USA,starter,visited_site,1,0,0
1079,2025-03-06,paid_ads,desktop,India,starter,visited_site,1,0,0
1080,2024-02-23,organic_search,mobile,USA,starter,visited_site,1,0,0
1081,2024-10-21,organic_search,desktop,USA,starter,visited_site,1,0,0
1082,2024-11-27,social_media,desktop,USA,professional,signed_up,2,0,0
1083,2024-11-12,referral,desktop,Germany,professional,visited_site,1,0,0
1084,2024-10-04,paid_ads,mobile,UK,starter,visited_site,1,0,0
1085,2024-01-30,organic_search,desktop,Brazil,starter,visited_site,1,0,0
1086,2024-09-25,organic_search,desktop,Australia,enterprise,visited_site,1,0,0
1087,2024-04-05,social_media,mobile,UK,professional,signed_up,2,0,0
1088,2024-04-27,organic_search,desktop,Germany,professional,signed_up,2,0,0
1089,2025-08-07,referral,mobile,UK,starter,visited_site,1,0,0
1090,2024-03-13,paid_ads,mobile,India,professional,visited_site,1,0,0
1091,2024-10-25,social_media,mobile,USA,professional,signed_up,2,0,0
1092,2024-06-04,referral,desktop,Australia,starter,visited_site,1,0,0
1093,2025-07-26,social_media,desktop,India,starter,visited_site,1,0,0
1094,2025-06-22,organic_search,desktop,UK,starter,completed_profile,4,0,0
1095,2025-11-07,paid_ads,mobile,USA,professional,visited_site,1,0,0
1096,2024-09-17,social_media,tablet,Brazil,starter,completed_profile,4,0,0
1097,2024-01-23,organic_search,desktop,India,professional,visited_site,1,0,0
1098,2024-08-31,organic_search,mobile,USA,professional,visited_site,1,0,0
1099,2025-08-24,organic_search,mobile,Brazil,starter,visited_site,1,0,0
1100,2024-09-30,referral,tablet,Canada,starter,visited_site,1,0,0
1101,2025-10-29,paid_ads,desktop,Australia,starter,visited_site,1,0,0
1102,2025-06-19,paid_ads,mobile,Canada,professional,visited_site,1,0,0
1103,2024-03-31,social_media,desktop,UK,professional,visited_site,1,0,0
1104,2024-11-01,paid_ads,mobile,USA,starter,visited_site,1,0,0
1105,2025-12-30,direct,mobile,India,starter,visited_site,1,0,0
1106,2024-07-23,social_media,desktop,India,starter,visited_site,1,0,0
1107,2025-10-01,organic_search,mobile,USA,starter,visited_site,1,0,0
1108,2024-02-29,paid_ads,desktop,Brazil,professional,completed_onboard,3,0,0
1109,2024-12-22,social_media,tablet,Germany,starter,signed_up,2,0,0
1110,2025-07-30,organic_search,mobile,UK,starter,visited_site,1,0,0
1111,2025-05-04,organic_search,tablet,UK,starter,visited_site,1,0,0
1112,2024-05-24,direct,desktop,UK,starter,visited_site,1,0,0
1113,2025-10-04,paid_ads,desktop,Canada,starter,visited_site,1,0,0
